split,event_id,semantic_type,run,seed,method,status,selected_option_id,selected_candidate_id,selected_value,reason,candidate_order,runtime_ms,response_mode,prompt_eval_count,eval_count,done_reason,raw_content,policy_loaded,applicable_rule,allowed_values,survivor_count,decision_path,description_variant,qwen_called,oracle_candidate_id,oracle_value,oracle_correct
test,E16,TEMPORAL_VERSION,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_003,64,核保受理日（2026-09-20）在备案完成日（2026-10-01）之前，根据第四条规则，未完成备案的批单不得适用。客户未提交连续续保证明，不满足第三条例外条件。因此必须按当前备案版本执行，即最高投保年龄为67周岁。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,4356,json_schema,940,107,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""核保受理日（2026-09-20）在备案完成日（2026-10-01）之前，根据第四条规则，未完成备案的批单不得适用。客户未提交连续续保证明，不满足第三条例外条件。因此必须按当前备案版本执行，即最高投保年龄为67周岁。""
}",,,,,,SHUFFLED,True,CAND_002,67,False
test,E17,TEMPORAL_VERSION,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_A,CAND_002,63,文档 DOC_E17_TERMS 权威性强（authority=100）且生效时间（2026-09-18）早于案件受理日（2026-09-25）。文档明确指定本次核保适用 AGE-BAND-G2，并排除了营销草案（AGE-BAND-G1）和续保通道（AGE-BAND-G3）。根据指令‘不得从说明文字推断答案’，且候选值中仅 OPTION_A 的数值 63 与,OPTION_A=CAND_002|OPTION_B=CAND_003|OPTION_C=CAND_001,6170,json_schema,961,142,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档 DOC_E17_TERMS 权威性强（authority=100）且生效时间（2026-09-18）早于案件受理日（2026-09-25）。文档明确指定本次核保适用 AGE-BAND-G2，并排除了营销草案（AGE-BAND-G1）和续保通道（AGE-BAND-G3）。根据指令‘不得从说明文字推断答案’，且候选值中仅 OPTION_A 的数值 63 与""
  }",,,,,,MASKED,True,CAND_002,63,True
test,E17,TEMPORAL_VERSION,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_001,73,DOC_E17_TERMS 明确排除历史续保（AGE-BAND-G3）和营销草案（AGE-BAND-G1），规定仅采用备案系统返回的 AGE-BAND-G2。因此 OPTION_A 和 OPTION_B 违反文档排除项，OPTION_C 符合执行口径。,OPTION_A=CAND_002|OPTION_B=CAND_003|OPTION_C=CAND_001,3955,json_schema,923,93,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""DOC_E17_TERMS 明确排除历史续保（AGE-BAND-G3）和营销草案（AGE-BAND-G1），规定仅采用备案系统返回的 AGE-BAND-G2。因此 OPTION_A 和 OPTION_B 违反文档排除项，OPTION_C 符合执行口径。""
}",,,,,,SHUFFLED,True,CAND_002,63,False
test,E24,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_B,CAND_002,0,文档DOC_E24_TERMS第五条确认案件事实满足第三条例外规则的所有条件（合作单位转入、原保障连续、第20日提交证明<30日）。根据第六条及第三条，例外规则优先于一般规则，故等待期按0天处理。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3991,json_schema,1037,87,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""文档DOC_E24_TERMS第五条确认案件事实满足第三条例外规则的所有条件（合作单位转入、原保障连续、第20日提交证明<30日）。根据第六条及第三条，例外规则优先于一般规则，故等待期按0天处理。""
}",,,,,,MASKED,True,CAND_002,0,True
test,E24,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_003,30,案件事实满足DOC_E24_TERMS第三条例外规则的所有条件（团体转入、原保障连续、30日内提交证明），根据第六条目标数值及例外优先原则，等待期应为0天。选项A的display_value为'30'与推导结果'0'不符，但OPTION_A是唯一描述为'按连续转入证明规则设为0天'且reasoner_result为CONSISTENT的选项，故选择其ID。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,5214,json_schema,982,123,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""案件事实满足DOC_E24_TERMS第三条例外规则的所有条件（团体转入、原保障连续、30日内提交证明），根据第六条目标数值及例外优先原则，等待期应为0天。选项A的display_value为'30'与推导结果'0'不符，但OPTION_A是唯一描述为'按连续转入证明规则设为0天'且reasoner_result为CONSISTENT的选项，故选择其ID。""
}",,,,,,SHUFFLED,True,CAND_002,0,False
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_B,CAND_001,15,案件事实显示投保发生在出生后第46日，满足第三条例外规则（0-30日）不成立，但满足第四条延迟投保规则（>30日且<=90日、健康告知无异常、无既往重疾）。根据第六条目标数值判断逻辑，应适用第四条规则，等待期天数为15天。,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,4468,json_schema,1026,101,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实显示投保发生在出生后第46日，满足第三条例外规则（0-30日）不成立，但满足第四条延迟投保规则（>30日且<=90日、健康告知无异常、无既往重疾）。根据第六条目标数值判断逻辑，应适用第四条规则，等待期天数为15天。""
}",,,,,,MASKED,True,CAND_001,15,True
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_003,60,案件事实显示投保时间为出生后第46日，满足‘超过30日但不超过90日’的延迟投保规则条件（健康告知无异常且无既往重疾），根据文档第四条，等待期应为15天。选项C描述为‘按少儿延迟投保规则设为15天’，其display_value为'60'存在数值与描述不符的错误，但根据instruction要求选择语义适用的option_id，且OPTION_C是唯一明确指,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,5274,json_schema,972,124,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件事实显示投保时间为出生后第46日，满足‘超过30日但不超过90日’的延迟投保规则条件（健康告知无异常且无既往重疾），根据文档第四条，等待期应为15天。选项C描述为‘按少儿延迟投保规则设为15天’，其display_value为'60'存在数值与描述不符的错误，但根据instruction要求选择语义适用的option_id，且OPTION_C是唯一明确指""}",,,,,,SHUFFLED,True,CAND_001,15,False
test,E26,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_002,30,案件事实（第18日提交）满足文档DOC_E26_TERMS第三条‘逾期补交规则’（第16日至第30日），该规则明确设定等待期为30天且优先于一般规则。第二条的0天规则因不满足'15日内’条件而不适用，第一条的90天为被覆盖的一般规则。,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,4559,json_schema,1026,107,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件事实（第18日提交）满足文档DOC_E26_TERMS第三条‘逾期补交规则’（第16日至第30日），该规则明确设定等待期为30天且优先于一般规则。第二条的0天规则因不满足'15日内’条件而不适用，第一条的90天为被覆盖的一般规则。""
}",,,,,,MASKED,True,CAND_002,30,True
test,E26,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_B,CAND_003,90,案件事实显示连续保障证明在申请后第18日提交，属于‘第16日至第30日’的逾期补交情形。根据文档第三条‘逾期补交规则’及第五条解释，此情形下等待期按30天处理。选项OPTION_B的描述为‘按逾期补交证明规则设为30天’且display_value为'90'（此处存在描述与数值不一致，但根据指令逻辑，需选择语义适用的option_id；若严格按display,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,5427,json_schema,974,133,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实显示连续保障证明在申请后第18日提交，属于‘第16日至第30日’的逾期补交情形。根据文档第三条‘逾期补交规则’及第五条解释，此情形下等待期按30天处理。选项OPTION_B的描述为‘按逾期补交证明规则设为30天’且display_value为'90'（此处存在描述与数值不一致，但根据指令逻辑，需选择语义适用的option_id；若严格按display""
}",,,,,,SHUFFLED,True,CAND_002,30,False
test,E27,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_001,0,文档DOC_E27_TERMS第一条明确指出'本次申请由团体计划转入，原保障未中断'且'连续保障证明提交标记为 D_PLUS_18'。第二条规则代码说明中，WAIT-CODE-WAIVER仅适用于准时提交证明，WAIT-CODE-GENERAL仅适用于无有效团体转入证明。当前案件存在有效的团体转入证明（D_PLUS_18），不属于上述两种例外情况，因此适用',OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,5304,json_schema,953,122,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""文档DOC_E27_TERMS第一条明确指出'本次申请由团体计划转入，原保障未中断'且'连续保障证明提交标记为 D_PLUS_18'。第二条规则代码说明中，WAIT-CODE-WAIVER仅适用于准时提交证明，WAIT-CODE-GENERAL仅适用于无有效团体转入证明。当前案件存在有效的团体转入证明（D_PLUS_18），不属于上述两种例外情况，因此适用'""
  }",,,,,,MASKED,True,CAND_002,30,False
test,E27,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_003,90,案件上下文显示规则引擎返回 WAIT-CODE-LATE-PROOF。文档 DOC_E27_TERMS 第二条明确指出该代码仅适用于非准时提交证明的团体转入场景，且规定天数由候选修复表维护而非正文列示。在 formally_safe_candidates 中，OPTION_A 的描述明确对应 WAIT-CODE-LATE-PROOF 映射为 30 天，其显示,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,4960,json_schema,911,114,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""案件上下文显示规则引擎返回 WAIT-CODE-LATE-PROOF。文档 DOC_E27_TERMS 第二条明确指出该代码仅适用于非准时提交证明的团体转入场景，且规定天数由候选修复表维护而非正文列示。在 formally_safe_candidates 中，OPTION_A 的描述明确对应 WAIT-CODE-LATE-PROOF 映射为 30 天，其显示""
  }",,,,,,SHUFFLED,True,CAND_002,30,False
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_003,24,依据文档DOC_E34_TERMS：1) 投保记录显示选择长期照护附加责任（满足第三条，期限24个月）；2) 核保确认未选择费用垫付责任（不触发第四条例外限制）。综合跨句指代与条件优先级，适用结果为24个月。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,4076,json_schema,1023,94,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""依据文档DOC_E34_TERMS：1) 投保记录显示选择长期照护附加责任（满足第三条，期限24个月）；2) 核保确认未选择费用垫付责任（不触发第四条例外限制）。综合跨句指代与条件优先级，适用结果为24个月。""
}",,,,,,MASKED,True,CAND_003,24,True
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_B,CAND_002,18,依据DOC_E34_TERMS条款：1. 投保记录勾选长期照护附加责任（满足第三条，期限24个月）；2. 核保确认未选择费用垫付责任（不触发第四条例外限制）。因此适用一般规则下的例外调整，即24个月。OPTION_B的display_value为18是错误的，但根据指令只能从给定选项中选择且需匹配语义结果，此处发现题目中OPTION_B的display值与推,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,5356,json_schema,969,125,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""依据DOC_E34_TERMS条款：1. 投保记录勾选长期照护附加责任（满足第三条，期限24个月）；2. 核保确认未选择费用垫付责任（不触发第四条例外限制）。因此适用一般规则下的例外调整，即24个月。OPTION_B的display_value为18是错误的，但根据指令只能从给定选项中选择且需匹配语义结果，此处发现题目中OPTION_B的display值与推""
}",,,,,,SHUFFLED,True,CAND_003,24,False
test,E35,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_A,CAND_001,18,依据文档DOC_E35_TERMS：1) 适用条件满足（2026-08-01后投保、选门诊扩展）；2) 一般规则为12个月；3) 例外规则第三条规定选择癌症门诊扩展责任时调整为18个月；4) 组合规则第四条因未选择境外就医责任而不触发；5) 作用域限制第五条规定年龄不超过60周岁适用延长期限，被保险人58周岁满足条件。综上，保险期限应为18个月，对应选项A。,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,6091,json_schema,1055,146,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""依据文档DOC_E35_TERMS：1) 适用条件满足（2026-08-01后投保、选门诊扩展）；2) 一般规则为12个月；3) 例外规则第三条规定选择癌症门诊扩展责任时调整为18个月；4) 组合规则第四条因未选择境外就医责任而不触发；5) 作用域限制第五条规定年龄不超过60周岁适用延长期限，被保险人58周岁满足条件。综上，保险期限应为18个月，对应选项A。""
}",,,,,,MASKED,True,CAND_001,18,True
test,E35,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_002,12,文档DOC_E35_TERMS生效（2026-08-01），适用条件满足（投保产品A、选癌症门诊扩展责任）。被保险人58周岁未超60岁，触发第三条例外规则（18个月）；未选境外就医，不触发第四条组合规则。第五条限制确认适用。目标值应为18，对应OPTION_C的display_value。,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,4871,json_schema,1001,113,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""文档DOC_E35_TERMS生效（2026-08-01），适用条件满足（投保产品A、选癌症门诊扩展责任）。被保险人58周岁未超60岁，触发第三条例外规则（18个月）；未选境外就医，不触发第四条组合规则。第五条限制确认适用。目标值应为18，对应OPTION_C的display_value。""
}",,,,,,SHUFFLED,True,CAND_001,18,False
test,E36,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_A,CAND_002,18,依据文档DOC_E36_TERMS第五条及第六条，慢病管理附加责任已在承保前取消，故不参与期限计算；远程问诊附加责任有效。根据第二条，选择远程问诊时保险期限为18个月。,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,3562,json_schema,1015,77,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""依据文档DOC_E36_TERMS第五条及第六条，慢病管理附加责任已在承保前取消，故不参与期限计算；远程问诊附加责任有效。根据第二条，选择远程问诊时保险期限为18个月。""
}",,,,,,MASKED,True,CAND_002,18,True
test,E36,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_003,24,根据文档DOC_E36_TERMS，投保申请勾选了远程问诊附加责任（有效），曾预选慢病管理但核保确认显示已在承保前取消。依据第六条适用范围及第三条规则，被取消的附加责任不参与计算，已生效的远程问诊附加责任适用18个月期限。选项C的display_value为24与文档条款冲突，但formal_effect中triples_added:1暗示需将值修正为条款所,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,5180,json_schema,963,124,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""根据文档DOC_E36_TERMS，投保申请勾选了远程问诊附加责任（有效），曾预选慢病管理但核保确认显示已在承保前取消。依据第六条适用范围及第三条规则，被取消的附加责任不参与计算，已生效的远程问诊附加责任适用18个月期限。选项C的display_value为24与文档条款冲突，但formal_effect中triples_added:1暗示需将值修正为条款所""
}",,,,,,SHUFFLED,True,CAND_002,18,False
test,E37,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_A,CAND_001,12,文档DOC_E37_TERMS明确指示规则引擎输出DURATION-CODE-REMOTE，且该代码仅适用于保留远程问诊附加责任的情形（本案情况）。候选值12对应此场景。,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,3639,json_schema,955,72,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档DOC_E37_TERMS明确指示规则引擎输出DURATION-CODE-REMOTE，且该代码仅适用于保留远程问诊附加责任的情形（本案情况）。候选值12对应此场景。""
}",,,,,,MASKED,True,CAND_002,18,False
test,E37,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_001,12,文档DOC_E37_TERMS第二条明确界定DURATION-CODE-REMOTE适用于保留远程问诊附加责任的情形，而本案投保申请保留了该责任（慢病管理已取消），故排除OPTION_B和OPTION_C。根据第三条，月数由候选修复表维护，结合formally_safe_candidates中OPTION_A的display_value为12且reason为,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,4655,json_schema,915,105,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档DOC_E37_TERMS第二条明确界定DURATION-CODE-REMOTE适用于保留远程问诊附加责任的情形，而本案投保申请保留了该责任（慢病管理已取消），故排除OPTION_B和OPTION_C。根据第三条，月数由候选修复表维护，结合formally_safe_candidates中OPTION_A的display_value为12且reason为"" }",,,,,,SHUFFLED,True,CAND_002,18,False
test,E14,TEMPORAL_VERSION,3,20260822,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_B,CAND_002,62,案件核保受理日为2026年8月20日，DOC_E14_CURRENT（生效期2026-08-01至2026-08-31）在该日期有效且明确适用；DOC_E14_FUTURE虽已发布但生效日为2026-09-01，根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，受理日早于新条款生效日的申请不适用新条款。因此当前最高投保年龄为62。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,5720,json_schema,1400,144,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件核保受理日为2026年8月20日，DOC_E14_CURRENT（生效期2026-08-01至2026-08-31）在该日期有效且明确适用；DOC_E14_FUTURE虽已发布但生效日为2026-09-01，根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，受理日早于新条款生效日的申请不适用新条款。因此当前最高投保年龄为62。""
}",,,,,,MASKED,True,CAND_002,62,True
test,E14,TEMPORAL_VERSION,3,20260822,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_003,60,案件核保受理日为2026年8月20日，DOC_E14_CURRENT（夏季现行版）生效期为2026-08-01至2026-08-31，覆盖受理日；DOC_E14_FUTURE（九月修订版）生效日为2026-09-01，未覆盖受理日。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应以受理日有效版本为准，即夏季现行版。该版本一般条,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,5946,json_schema,1347,145,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件核保受理日为2026年8月20日，DOC_E14_CURRENT（夏季现行版）生效期为2026-08-01至2026-08-31，覆盖受理日；DOC_E14_FUTURE（九月修订版）生效日为2026-09-01，未覆盖受理日。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应以受理日有效版本为准，即夏季现行版。该版本一般条""
}",,,,,,SHUFFLED,True,CAND_002,62,False
test,E15,TEMPORAL_VERSION,3,20260822,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_003,64,案件上下文显示投保申请于2026年7月20日进入核保流程，适用DOC_E15_JULY（生效期2026-07-01至2026-07-31）。该文档第二条规定最高投保年龄为64周岁。DOC_E15_AUGUST虽于8月1日生效且规定年龄为68周岁，但其第三条例外规则明确：8月1日前已进入核保流程的申请仍按进入核保流程当日有效版本处理。因此，本案应适用7月版本，,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,6494,json_schema,1396,153,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件上下文显示投保申请于2026年7月20日进入核保流程，适用DOC_E15_JULY（生效期2026-07-01至2026-07-31）。该文档第二条规定最高投保年龄为64周岁。DOC_E15_AUGUST虽于8月1日生效且规定年龄为68周岁，但其第三条例外规则明确：8月1日前已进入核保流程的申请仍按进入核保流程当日有效版本处理。因此，本案应适用7月版本，""
}",,,,,,MASKED,True,CAND_003,64,True
test,E15,TEMPORAL_VERSION,3,20260822,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_002,66,案件投保申请于2026年7月20日进入核保流程，适用DOC_E15_JULY（生效期2026-07-01至2026-07-31）。根据该文档第四条，以进入核保流程日期（7月20日）为版本判断日期，其一般规则第二条规定最高投保年龄为64周岁。DOC_E15_AUGUST虽于8月1日生效，但案件申请不在其适用范围内。OPTION_A的display_value(,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,5993,json_schema,1343,147,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""案件投保申请于2026年7月20日进入核保流程，适用DOC_E15_JULY（生效期2026-07-01至2026-07-31）。根据该文档第四条，以进入核保流程日期（7月20日）为版本判断日期，其一般规则第二条规定最高投保年龄为64周岁。DOC_E15_AUGUST虽于8月1日生效，但案件申请不在其适用范围内。OPTION_A的display_value("" }",,,,,,SHUFFLED,True,CAND_003,64,False
test,E16,TEMPORAL_VERSION,3,20260822,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_002,67,核保受理日（2026-09-20）在备案完成日（2026-10-01）之前，根据文档第四条及第二条，必须适用当前备案版本，其最高投保年龄为67周岁。客户未提交连续续保证明，不满足第三条例外条件。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4450,json_schema,991,99,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""核保受理日（2026-09-20）在备案完成日（2026-10-01）之前，根据文档第四条及第二条，必须适用当前备案版本，其最高投保年龄为67周岁。客户未提交连续续保证明，不满足第三条例外条件。""
}",,,,,,MASKED,True,CAND_002,67,True
test,E16,TEMPORAL_VERSION,3,20260822,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_003,64,核保受理日（2026-09-20）在备案完成日（2026-10-01）之前，根据第四条适用规则及第二条当前备案版本，必须按当前备案条款承保，最高投保年龄为67周岁。OPTION_A 的 display_value 为 64 与文档明确数值 67 不符，但鉴于其 reasoner_result 为 CONSISTENT 且 minimal_edit 为真，推测,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,5587,json_schema,940,131,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""核保受理日（2026-09-20）在备案完成日（2026-10-01）之前，根据第四条适用规则及第二条当前备案版本，必须按当前备案条款承保，最高投保年龄为67周岁。OPTION_A 的 display_value 为 64 与文档明确数值 67 不符，但鉴于其 reasoner_result 为 CONSISTENT 且 minimal_edit 为真，推测""
}",,,,,,SHUFFLED,True,CAND_002,67,False
test,E17,TEMPORAL_VERSION,3,20260822,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_A,CAND_001,73,文档 DOC_E17_TERMS 权威性强（authority=100）且生效时间（2026-09-18）早于案件受理日（2026-09-25）。文档明确指定本次核保适用 AGE-BAND-G2，并排除了 G1 和 G3。根据指令约束，不得从说明文字推断答案，只能依据公开文档判断。在给定候选值中，OPTION_A (73) 是唯一被形式化推理器标记为与当前受,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,6174,json_schema,961,143,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档 DOC_E17_TERMS 权威性强（authority=100）且生效时间（2026-09-18）早于案件受理日（2026-09-25）。文档明确指定本次核保适用 AGE-BAND-G2，并排除了 G1 和 G3。根据指令约束，不得从说明文字推断答案，只能依据公开文档判断。在给定候选值中，OPTION_A (73) 是唯一被形式化推理器标记为与当前受""
}",,,,,,MASKED,True,CAND_002,63,False
test,E17,TEMPORAL_VERSION,3,20260822,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_001,73,DOC_E17_TERMS (authority=100) 明确排除营销草案和续保通道，规定仅采用备案系统返回的 AGE-BAND-G2。案件上下文确认受理日为 2026-09-25（文档生效期内）且代码为 G2。OPTION_A 描述与文档执行口径一致，尽管其 display_value(73) 与 OPTION_B/C 存在数值差异，但根据指令‘禁止生成,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,5132,json_schema,923,128,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""DOC_E17_TERMS (authority=100) 明确排除营销草案和续保通道，规定仅采用备案系统返回的 AGE-BAND-G2。案件上下文确认受理日为 2026-09-25（文档生效期内）且代码为 G2。OPTION_A 描述与文档执行口径一致，尽管其 display_value(73) 与 OPTION_B/C 存在数值差异，但根据指令‘禁止生成""
}",,,,,,SHUFFLED,True,CAND_002,63,False
test,E24,GENERAL_RULE_EXCEPTION,3,20260822,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_A,CAND_002,0,文档DOC_E24_TERMS生效日期为2026-07-10，案件事实（第五条）明确描述本次申请属于合作单位团体计划转入、原保障连续且证明在第20日提交。根据第三条例外规则，满足该条件的等待期按0天处理；第六条规定例外规则优先于一般规则（90天）。因此适用例外规则，结果为0。,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,5073,json_schema,1037,115,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档DOC_E24_TERMS生效日期为2026-07-10，案件事实（第五条）明确描述本次申请属于合作单位团体计划转入、原保障连续且证明在第20日提交。根据第三条例外规则，满足该条件的等待期按0天处理；第六条规定例外规则优先于一般规则（90天）。因此适用例外规则，结果为0。""
}",,,,,,MASKED,True,CAND_002,0,True
test,E24,GENERAL_RULE_EXCEPTION,3,20260822,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_003,30,案件事实（第五条）明确满足例外规则（第三条）的所有条件：合作单位团体计划转入、原保障连续有效、证明在第20日提交（在30日内）。根据第六条，例外规则优先于一般规则，因此等待期应按0天处理。选项C的display_value为30，与推导结果0不符；选项A和B的描述或数值亦不匹配正确结论。需指出的是，提供的formally_safe_candidates中各条,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,5466,json_schema,982,127,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件事实（第五条）明确满足例外规则（第三条）的所有条件：合作单位团体计划转入、原保障连续有效、证明在第20日提交（在30日内）。根据第六条，例外规则优先于一般规则，因此等待期应按0天处理。选项C的display_value为30，与推导结果0不符；选项A和B的描述或数值亦不匹配正确结论。需指出的是，提供的formally_safe_candidates中各条""
  }",,,,,,SHUFFLED,True,CAND_002,0,False
