split,event_id,semantic_type,run,seed,method,status,selected_option_id,selected_candidate_id,selected_value,reason,candidate_order,runtime_ms,response_mode,prompt_eval_count,eval_count,done_reason,raw_content,policy_loaded,applicable_rule,allowed_values,survivor_count,decision_path,qwen_called,oracle_candidate_id,oracle_value,oracle_correct,audit_class,audit_confidence,audit_explanation,reason_oracle_mentions,reason_oracle_positive,reason_oracle_negative,reason_oracle_score,reason_selected_mentions,reason_selected_positive,reason_selected_negative,reason_selected_score,oracle_excerpts,selected_excerpts
test,E24,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_FORMAL_OPERATION,SELECTED,OPTION_B,CAND_002,0,文档DOC_E24_TERMS第五条确认案件事实满足第三条例外规则的所有条件（团体转入、原保障连续、30日内提交证明），第六条明确规定例外规则优先于一般规则。第三条规定满足条件的等待期为0天，故选择将值替换为0的OPTION_B。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3033,json_schema,1254,91,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""文档DOC_E24_TERMS第五条确认案件事实满足第三条例外规则的所有条件（团体转入、原保障连续、30日内提交证明），第六条明确规定例外规则优先于一般规则。第三条规定满足条件的等待期为0天，故选择将值替换为0的OPTION_B。""
}",,,,,,True,CAND_002,0,True,SUCCESS,HIGH,最终动作与Oracle一致,2,4,0,10,2,4,0,10,明），第六条明确规定例外规则优先于一般规则。第三条规定满足条件的等待期为0天，故选择将值替换为0的OPTION_B。 || 外规则优先于一般规则。第三条规定满足条件的等待期为0天，故选择将值替换为0的OPTION_B。,明），第六条明确规定例外规则优先于一般规则。第三条规定满足条件的等待期为0天，故选择将值替换为0的OPTION_B。 || 外规则优先于一般规则。第三条规定满足条件的等待期为0天，故选择将值替换为0的OPTION_B。
test,E24,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_FORMAL_POLICY,SELECTED,OPTION_B,CAND_002,0,案件事实显示：团体转入(true)、原保障未中断(true)、证明提交第20日(<=30)。根据formal_policy规则E24_CONTINUOUS_TRANSFER_EXCEPTION（优先级300），满足所有条件，适用例外规则，等待期应为0天。OPTION_B对应新值0。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3095,json_schema,1670,96,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实显示：团体转入(true)、原保障未中断(true)、证明提交第20日(<=30)。根据formal_policy规则E24_CONTINUOUS_TRANSFER_EXCEPTION（优先级300），满足所有条件，适用例外规则，等待期应为0天。OPTION_B对应新值0。""
}",,,,,,True,CAND_002,0,True,SUCCESS,HIGH,最终动作与Oracle一致,2,4,0,10,2,4,0,10,XCEPTION（优先级300），满足所有条件，适用例外规则，等待期应为0天。OPTION_B对应新值0。 || ），满足所有条件，适用例外规则，等待期应为0天。OPTION_B对应新值0。,XCEPTION（优先级300），满足所有条件，适用例外规则，等待期应为0天。OPTION_B对应新值0。 || ），满足所有条件，适用例外规则，等待期应为0天。OPTION_B对应新值0。
test,E24,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_FORMAL_POLICY_HARD_GATE,SELECTED,OPTION_B,CAND_002,0,硬门禁：规则E24_CONTINUOUS_TRANSFER_EXCEPTION唯一允许值=['0']，唯一存活候选直接选择,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,0,formal_policy_hard_gate,0,0,,,True,E24_CONTINUOUS_TRANSFER_EXCEPTION,0,1,DETERMINISTIC_SELECT,False,CAND_002,0,True,SUCCESS,HIGH,最终动作与Oracle一致,1,2,0,5,1,2,0,5,ONTINUOUS_TRANSFER_EXCEPTION唯一允许值=['0']，唯一存活候选直接选择,ONTINUOUS_TRANSFER_EXCEPTION唯一允许值=['0']，唯一存活候选直接选择
test,E24,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION,SELECTED,OPTION_B,CAND_002,0,案件事实满足例外规则第三条所有条件（合作单位团体计划转入、原保障连续有效、第20日提交证明<30日），根据第六条例外规则优先于一般规则，等待期应为0天。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,2499,json_schema,982,77,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实满足例外规则第三条所有条件（合作单位团体计划转入、原保障连续有效、第20日提交证明<30日），根据第六条例外规则优先于一般规则，等待期应为0天。""
}",,,,,,True,CAND_002,0,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,第20日提交证明<30日），根据第六条例外规则优先于一般规则，等待期应为0天。,第20日提交证明<30日），根据第六条例外规则优先于一般规则，等待期应为0天。
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,DIRECT_FREE,SELECTED,OPTION_B,CAND_001,15,案件事实（出生后第46日投保、健康告知无异常、无既往重疾）满足DOC_E25_TERMS第四条延迟投保规则条件，故适用15天等待期。,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,2297,json_schema,675,70,stop,"{
  ""abstain"": false,
  ""value"": ""15"",
  ""reason"": ""案件事实（出生后第46日投保、健康告知无异常、无既往重疾）满足DOC_E25_TERMS第四条延迟投保规则条件，故适用15天等待期。""
}",,,,,,True,CAND_001,15,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,无既往重疾）满足DOC_E25_TERMS第四条延迟投保规则条件，故适用15天等待期。,无既往重疾）满足DOC_E25_TERMS第四条延迟投保规则条件，故适用15天等待期。
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,VALUE_ENUM,SELECTED,OPTION_B,CAND_001,15,案件事实（出生后第46日投保）满足DOC_E25_TERMS第四条延迟投保规则条件（30-90日内且无异常），故适用15天等待期。,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,2348,json_schema,679,72,stop,"{
  ""abstain"": false,
  ""value"": ""15"",
  ""reason"": ""案件事实（出生后第46日投保）满足DOC_E25_TERMS第四条延迟投保规则条件（30-90日内且无异常），故适用15天等待期。""
}",,,,,,True,CAND_001,15,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,25_TERMS第四条延迟投保规则条件（30-90日内且无异常），故适用15天等待期。,25_TERMS第四条延迟投保规则条件（30-90日内且无异常），故适用15天等待期。
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_VALUE_ONLY,SELECTED,OPTION_B,CAND_001,15,案件事实显示申请在被保险人出生后第46日提交，处于30日至90日区间内；健康告知无异常且无既往重大疾病记录。根据文档DOC_E25_TERMS第四条（延迟投保规则），此情形下疾病责任等待期按15天处理。,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,2780,json_schema,770,90,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实显示申请在被保险人出生后第46日提交，处于30日至90日区间内；健康告知无异常且无既往重大疾病记录。根据文档DOC_E25_TERMS第四条（延迟投保规则），此情形下疾病责任等待期按15天处理。""
}",,,,,,True,CAND_001,15,True,SUCCESS,HIGH,最终动作与Oracle一致,1,0,0,1,1,0,0,1,OC_E25_TERMS第四条（延迟投保规则），此情形下疾病责任等待期按15天处理。,OC_E25_TERMS第四条（延迟投保规则），此情形下疾病责任等待期按15天处理。
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_FORMAL_OPERATION,SELECTED,OPTION_B,CAND_001,15,案件事实显示投保时间为出生后第46日，满足'超过30日但不超过90日'的延迟投保规则条件（一般规则为60天，新生儿例外为0天），故适用15天等待期。,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,2757,json_schema,1243,80,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实显示投保时间为出生后第46日，满足'超过30日但不超过90日'的延迟投保规则条件（一般规则为60天，新生儿例外为0天），故适用15天等待期。""
}",,,,,,True,CAND_001,15,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,90日'的延迟投保规则条件（一般规则为60天，新生儿例外为0天），故适用15天等待期。,90日'的延迟投保规则条件（一般规则为60天，新生儿例外为0天），故适用15天等待期。
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_FORMAL_POLICY,SELECTED,OPTION_B,CAND_001,15,"案件事实显示投保时间为出生后第46日（大于30且小于等于90），健康告知无异常，无既往重大疾病记录。根据formal_policy规则优先级：E25_NEONATAL_EXCEPTION不满足（46>30）；E25_DELAYED_CHILD_EXCEPTION完全满足（30<46<=90, 健康正常, 无重疾），对应允许值15；E25_GENERAL等待期",OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,3896,json_schema,1692,123,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实显示投保时间为出生后第46日（大于30且小于等于90），健康告知无异常，无既往重大疾病记录。根据formal_policy规则优先级：E25_NEONATAL_EXCEPTION不满足（46>30）；E25_DELAYED_CHILD_EXCEPTION完全满足（30<46<=90, 健康正常, 无重疾），对应允许值15；E25_GENERAL等待期""
}",,,,,,True,CAND_001,15,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,"TION完全满足（30<46<=90, 健康正常, 无重疾），对应允许值15；E25_GENERAL等待期","TION完全满足（30<46<=90, 健康正常, 无重疾），对应允许值15；E25_GENERAL等待期"
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_FORMAL_POLICY_HARD_GATE,SELECTED,OPTION_B,CAND_001,15,硬门禁：规则E25_DELAYED_CHILD_EXCEPTION唯一允许值=['15']，唯一存活候选直接选择,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,0,formal_policy_hard_gate,0,0,,,True,E25_DELAYED_CHILD_EXCEPTION,15,1,DETERMINISTIC_SELECT,False,CAND_001,15,True,SUCCESS,HIGH,最终动作与Oracle一致,1,2,0,5,1,2,0,5,则E25_DELAYED_CHILD_EXCEPTION唯一允许值=['15']，唯一存活候选直接选择,则E25_DELAYED_CHILD_EXCEPTION唯一允许值=['15']，唯一存活候选直接选择
test,E25,GENERAL_RULE_EXCEPTION,2,20260821,OPTION_DESCRIPTION,SELECTED,OPTION_B,CAND_001,15,案件事实显示申请在第46日提交，满足'出生后超过30日但不超过90日'的条件（46在30-90区间），且健康告知无异常、无既往重疾记录。根据文档第四条延迟投保规则，适用15天等待期。,OPTION_A=CAND_002|OPTION_B=CAND_001|OPTION_C=CAND_003,2771,json_schema,972,90,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实显示申请在第46日提交，满足'出生后超过30日但不超过90日'的条件（46在30-90区间），且健康告知无异常、无既往重疾记录。根据文档第四条延迟投保规则，适用15天等待期。""
}",,,,,,True,CAND_001,15,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,间），且健康告知无异常、无既往重疾记录。根据文档第四条延迟投保规则，适用15天等待期。,间），且健康告知无异常、无既往重疾记录。根据文档第四条延迟投保规则，适用15天等待期。
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,DIRECT_FREE,SELECTED,OPTION_C,CAND_003,24,DOC_E34_TERMS 生效日期为 2026-08-01，满足适用条件。投保人选择了长期照护附加责任（第五条），核保确认未选择费用垫付责任（第六条）。根据第三条例外规则，选择长期照护附加责任时保险期限为 24 个月；第四条限制该调整不适用于同时选择费用垫付责任的方案，因本案不满足费用垫付条件，故不适用 18 个月规则。依据第七条，综合附加责任选择和否定费,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,3813,json_schema,671,134,stop,"{
  ""abstain"": false,
  ""value"": ""24"",
  ""reason"": ""DOC_E34_TERMS 生效日期为 2026-08-01，满足适用条件。投保人选择了长期照护附加责任（第五条），核保确认未选择费用垫付责任（第六条）。根据第三条例外规则，选择长期照护附加责任时保险期限为 24 个月；第四条限制该调整不适用于同时选择费用垫付责任的方案，因本案不满足费用垫付条件，故不适用 18 个月规则。依据第七条，综合附加责任选择和否定费""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,1,3,1,4,1,3,1,4,付责任（第六条）。根据第三条例外规则，选择长期照护附加责任时保险期限为 24 个月；第四条限制该调整不适用于同时选择费用垫付责任的方案，因本案不满足,付责任（第六条）。根据第三条例外规则，选择长期照护附加责任时保险期限为 24 个月；第四条限制该调整不适用于同时选择费用垫付责任的方案，因本案不满足
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,VALUE_ENUM,SELECTED,OPTION_C,CAND_003,24,DOC_E34_TERMS 生效且权威。投保记录满足‘选择长期照护附加责任’（第三条），核保确认满足‘未选择费用垫付责任’（第四条）。根据例外限制，不触发18个月规则；根据一般规则与第三条，适用24个月。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,2679,json_schema,675,90,stop,"{
  ""abstain"": false,
  ""value"": ""24"",
  ""reason"": ""DOC_E34_TERMS 生效且权威。投保记录满足‘选择长期照护附加责任’（第三条），核保确认满足‘未选择费用垫付责任’（第四条）。根据例外限制，不触发18个月规则；根据一般规则与第三条，适用24个月。""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,（第四条）。根据例外限制，不触发18个月规则；根据一般规则与第三条，适用24个月。,（第四条）。根据例外限制，不触发18个月规则；根据一般规则与第三条，适用24个月。
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_VALUE_ONLY,SELECTED,OPTION_C,CAND_003,24,依据DOC_E34_TERMS条款：1. 投保记录显示选择长期照护附加责任（第五条），触发第三条例外规则，期限调整为24个月。2. 核保确认未选择费用垫付责任（第六条），满足第四条例外限制中‘不适用’的前提，因此不执行按18个月处理的规则。3. 综合跨句指代与条件判断，最终适用值为24个月。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,3347,json_schema,767,117,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""依据DOC_E34_TERMS条款：1. 投保记录显示选择长期照护附加责任（第五条），触发第三条例外规则，期限调整为24个月。2. 核保确认未选择费用垫付责任（第六条），满足第四条例外限制中‘不适用’的前提，因此不执行按18个月处理的规则。3. 综合跨句指代与条件判断，最终适用值为24个月。""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,2,5,0,12,2,5,0,12,保记录显示选择长期照护附加责任（第五条），触发第三条例外规则，期限调整为24个月。2. 核保确认未选择费用垫付责任（第六条），满足第四条例外限制中‘ || 此不执行按18个月处理的规则。3. 综合跨句指代与条件判断，最终适用值为24个月。,保记录显示选择长期照护附加责任（第五条），触发第三条例外规则，期限调整为24个月。2. 核保确认未选择费用垫付责任（第六条），满足第四条例外限制中‘ || 此不执行按18个月处理的规则。3. 综合跨句指代与条件判断，最终适用值为24个月。
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_FORMAL_OPERATION,SELECTED,OPTION_C,CAND_003,24,文档DOC_E34_TERMS生效日期为2026-08-01，适用于本案。根据一般规则（第二条），基础保障期限为12个月；但投保方案选择了长期照护附加责任（第五条），触发例外规则（第三条），期限调整为24个月。同时核保确认未选择费用垫付责任（第六条），因此不适用第四条的18个月限制。最终确定保险期限为24个月，对应OPTION_C。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,3712,json_schema,1243,123,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""文档DOC_E34_TERMS生效日期为2026-08-01，适用于本案。根据一般规则（第二条），基础保障期限为12个月；但投保方案选择了长期照护附加责任（第五条），触发例外规则（第三条），期限调整为24个月。同时核保确认未选择费用垫付责任（第六条），因此不适用第四条的18个月限制。最终确定保险期限为24个月，对应OPTION_C。""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,2,5,2,6,2,5,2,6,方案选择了长期照护附加责任（第五条），触发例外规则（第三条），期限调整为24个月。同时核保确认未选择费用垫付责任（第六条），因此不适用第四条的18个 || 用垫付责任（第六条），因此不适用第四条的18个月限制。最终确定保险期限为24个月，对应OPTION_C。,方案选择了长期照护附加责任（第五条），触发例外规则（第三条），期限调整为24个月。同时核保确认未选择费用垫付责任（第六条），因此不适用第四条的18个 || 用垫付责任（第六条），因此不适用第四条的18个月限制。最终确定保险期限为24个月，对应OPTION_C。
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_FORMAL_POLICY,SELECTED,OPTION_C,CAND_003,24,根据formal_policy事实：long_term_care_addon_selected=true且expense_advance_selected=false。规则E34_LONG_TERM_CARE_EXTENSION（优先级250）条件完全满足，允许值为'24'。选项OPTION_C的新值'24'符合该规则。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,2979,json_schema,1649,90,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""根据formal_policy事实：long_term_care_addon_selected=true且expense_advance_selected=false。规则E34_LONG_TERM_CARE_EXTENSION（优先级250）条件完全满足，允许值为'24'。选项OPTION_C的新值'24'符合该规则。""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,2,4,0,10,2,4,0,10,M_CARE_EXTENSION（优先级250）条件完全满足，允许值为'24'。选项OPTION_C的新值'24'符合该规则。 || 先级250）条件完全满足，允许值为'24'。选项OPTION_C的新值'24'符合该规则。,M_CARE_EXTENSION（优先级250）条件完全满足，允许值为'24'。选项OPTION_C的新值'24'符合该规则。 || 先级250）条件完全满足，允许值为'24'。选项OPTION_C的新值'24'符合该规则。
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_FORMAL_POLICY_HARD_GATE,SELECTED,OPTION_C,CAND_003,24,硬门禁：规则E34_LONG_TERM_CARE_EXTENSION唯一允许值=['24']，唯一存活候选直接选择,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,0,formal_policy_hard_gate,0,0,,,True,E34_LONG_TERM_CARE_EXTENSION,24,1,DETERMINISTIC_SELECT,False,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,1,2,0,5,1,2,0,5,E34_LONG_TERM_CARE_EXTENSION唯一允许值=['24']，唯一存活候选直接选择,E34_LONG_TERM_CARE_EXTENSION唯一允许值=['24']，唯一存活候选直接选择
test,E34,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_DESCRIPTION,SELECTED,OPTION_C,CAND_003,24,文档DOC_E34_TERMS生效日期为2026-08-01，覆盖案件时间。根据一般规则（第二条），基础期限为12个月；但第五条确认选择了长期照护附加责任，触发第三条例外规则将期限调整为24个月。第六条确认未选择费用垫付责任，因此第四条例外限制不适用。综合跨句指代与条件满足情况，最终适用值为24个月。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,3126,json_schema,969,118,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""文档DOC_E34_TERMS生效日期为2026-08-01，覆盖案件时间。根据一般规则（第二条），基础期限为12个月；但第五条确认选择了长期照护附加责任，触发第三条例外规则将期限调整为24个月。第六条确认未选择费用垫付责任，因此第四条例外限制不适用。综合跨句指代与条件满足情况，最终适用值为24个月。""
}",,,,,,True,CAND_003,24,True,SUCCESS,HIGH,最终动作与Oracle一致,2,6,2,8,2,6,2,8,个月；但第五条确认选择了长期照护附加责任，触发第三条例外规则将期限调整为24个月。第六条确认未选择费用垫付责任，因此第四条例外限制不适用。综合跨句指 || 责任，因此第四条例外限制不适用。综合跨句指代与条件满足情况，最终适用值为24个月。,个月；但第五条确认选择了长期照护附加责任，触发第三条例外规则将期限调整为24个月。第六条确认未选择费用垫付责任，因此第四条例外限制不适用。综合跨句指 || 责任，因此第四条例外限制不适用。综合跨句指代与条件满足情况，最终适用值为24个月。
test,E35,CROSS_SENTENCE_SCOPE,2,20260821,DIRECT_FREE,SELECTED,OPTION_A,CAND_001,18,根据DOC_E35_TERMS，被保险人选择癌症门诊扩展责任（第三条），未选择境外就医责任（第七条），且年龄58周岁不超过60周岁（第五条）。适用一般规则下的例外调整：基础12个月 + 癌症扩展延长6个月 = 18个月。,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,2756,json_schema,703,91,stop,"{
  ""abstain"": false,
  ""value"": ""18"",
  ""reason"": ""根据DOC_E35_TERMS，被保险人选择癌症门诊扩展责任（第三条），未选择境外就医责任（第七条），且年龄58周岁不超过60周岁（第五条）。适用一般规则下的例外调整：基础12个月 + 癌症扩展延长6个月 = 18个月。""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,）。适用一般规则下的例外调整：基础12个月 + 癌症扩展延长6个月 = 18个月。,）。适用一般规则下的例外调整：基础12个月 + 癌症扩展延长6个月 = 18个月。
test,E35,CROSS_SENTENCE_SCOPE,2,20260821,VALUE_ENUM,SELECTED,OPTION_A,CAND_001,18,根据DOC_E35_TERMS第五条，延长期限适用条件为被保险人年龄不超过60周岁（本案58岁满足）；根据第三条，选择癌症门诊扩展责任时期限为18个月；根据第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判定保险期限月数为18。,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,2909,json_schema,707,98,stop,"{
  ""abstain"": false,
  ""value"": ""18"",
  ""reason"": ""根据DOC_E35_TERMS第五条，延长期限适用条件为被保险人年龄不超过60周岁（本案58岁满足）；根据第三条，选择癌症门诊扩展责任时期限为18个月；根据第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判定保险期限月数为18。""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,2,5,2,6,2,5,2,6,超过60周岁（本案58岁满足）；根据第三条，选择癌症门诊扩展责任时期限为18个月；根据第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判定 || 条确认未选择境外就医责任，故第四条组合规则不适用。综合判定保险期限月数为18。,超过60周岁（本案58岁满足）；根据第三条，选择癌症门诊扩展责任时期限为18个月；根据第七条确认未选择境外就医责任，故第四条组合规则不适用。综合判定 || 条确认未选择境外就医责任，故第四条组合规则不适用。综合判定保险期限月数为18。
test,E35,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_VALUE_ONLY,SELECTED,OPTION_A,CAND_001,18,根据文档DOC_E35_TERMS，被保险人年龄58周岁（满足第五条不超过60周岁的条件），选择了癌症门诊扩展责任（触发第三条18个月），且未选择境外就医责任（不触发第四条24个月）。综合一般规则、例外规则及作用域限制，适用期限为18个月。,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,2897,json_schema,799,96,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""根据文档DOC_E35_TERMS，被保险人年龄58周岁（满足第五条不超过60周岁的条件），选择了癌症门诊扩展责任（触发第三条18个月），且未选择境外就医责任（不触发第四条24个月）。综合一般规则、例外规则及作用域限制，适用期限为18个月。""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,2,3,0,8,2,3,0,8,岁（满足第五条不超过60周岁的条件），选择了癌症门诊扩展责任（触发第三条18个月），且未选择境外就医责任（不触发第四条24个月）。综合一般规则、例外 || （不触发第四条24个月）。综合一般规则、例外规则及作用域限制，适用期限为18个月。,岁（满足第五条不超过60周岁的条件），选择了癌症门诊扩展责任（触发第三条18个月），且未选择境外就医责任（不触发第四条24个月）。综合一般规则、例外 || （不触发第四条24个月）。综合一般规则、例外规则及作用域限制，适用期限为18个月。
test,E35,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_FORMAL_OPERATION,SELECTED,OPTION_A,CAND_001,18,文档DOC_E35_TERMS第三条规定选择癌症门诊扩展责任时保险期限为18个月；第五条限制延长期限仅适用于被保险人年龄不超过60周岁。案件上下文确认被保险人为58周岁且未选择境外就医责任，满足第三条适用条件且不触发第四条组合规则或第五条排除条件，故应采纳OPTION_A（18个月）。,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,3363,json_schema,1275,106,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档DOC_E35_TERMS第三条规定选择癌症门诊扩展责任时保险期限为18个月；第五条限制延长期限仅适用于被保险人年龄不超过60周岁。案件上下文确认被保险人为58周岁且未选择境外就医责任，满足第三条适用条件且不触发第四条组合规则或第五条排除条件，故应采纳OPTION_A（18个月）。""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,2,3,1,5,2,3,1,5,文档DOC_E35_TERMS第三条规定选择癌症门诊扩展责任时保险期限为18个月；第五条限制延长期限仅适用于被保险人年龄不超过60周岁。案件上下文确 || 用条件且不触发第四条组合规则或第五条排除条件，故应采纳OPTION_A（18个月）。,文档DOC_E35_TERMS第三条规定选择癌症门诊扩展责任时保险期限为18个月；第五条限制延长期限仅适用于被保险人年龄不超过60周岁。案件上下文确 || 用条件且不触发第四条组合规则或第五条排除条件，故应采纳OPTION_A（18个月）。
test,E35,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_FORMAL_POLICY,SELECTED,OPTION_A,CAND_001,18,事实确认：被保险人年龄58周岁（<=60），勾选癌症门诊扩展责任，未勾选境外就医责任。规则匹配：E35_CANCER_OUTPATIENT_EXTENSION（优先级250）条件满足，允许值18。规则冲突检查：E35_COMBINED_EXTENSION因overseas_medical_selected为false不满足；E35_AGE_SCOPE_LIM,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,3750,json_schema,1857,114,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""事实确认：被保险人年龄58周岁（<=60），勾选癌症门诊扩展责任，未勾选境外就医责任。规则匹配：E35_CANCER_OUTPATIENT_EXTENSION（优先级250）条件满足，允许值18。规则冲突检查：E35_COMBINED_EXTENSION因overseas_medical_selected为false不满足；E35_AGE_SCOPE_LIM""
}",,,,,,True,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,1,1,0,3,1,1,0,3,OUTPATIENT_EXTENSION（优先级250）条件满足，允许值18。规则冲突检查：E35_COMBINED_EXTENSION因overs,OUTPATIENT_EXTENSION（优先级250）条件满足，允许值18。规则冲突检查：E35_COMBINED_EXTENSION因overs
test,E35,CROSS_SENTENCE_SCOPE,2,20260821,OPTION_FORMAL_POLICY_HARD_GATE,SELECTED,OPTION_A,CAND_001,18,硬门禁：规则E35_CANCER_OUTPATIENT_EXTENSION唯一允许值=['18']，唯一存活候选直接选择,OPTION_A=CAND_001|OPTION_B=CAND_003|OPTION_C=CAND_002,0,formal_policy_hard_gate,0,0,,,True,E35_CANCER_OUTPATIENT_EXTENSION,18,1,DETERMINISTIC_SELECT,False,CAND_001,18,True,SUCCESS,HIGH,最终动作与Oracle一致,1,2,0,5,1,2,0,5,_CANCER_OUTPATIENT_EXTENSION唯一允许值=['18']，唯一存活候选直接选择,_CANCER_OUTPATIENT_EXTENSION唯一允许值=['18']，唯一存活候选直接选择
