row_index,method,event_id,semantic_type,run,selection_status,selected_candidate_id,selected_value,oracle_candidate_id,oracle_value,selection_oracle_correct,source_owl,mutant_oracle_cq_fail_before_repair,mutant_oracle_cq_error,candidate_owl,repair_operator,triples_removed,triples_added,minimal_edit_gate,reasoner_result,reasoner_runtime_ms,reasoner_gate,selected_operation_cq_pass,selected_operation_cq_failures,oracle_repair_cq_pass,oracle_repair_cq_failures,full_repair_closure_success,closure_failure_reason
78,OPTION_FORMAL_POLICY_HARD_GATE,E35,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_001,18,CAND_001,18,True,benchmark\semantic-v2\mutants\E35.owl,True,,benchmark\semantic-v2\built\candidate-owls\E35\CAND_001.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,495,True,True,,True,,True,
79,OPTION_FORMAL_POLICY_HARD_GATE,E36,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E36\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,512,True,True,,True,,True,
80,OPTION_FORMAL_POLICY_HARD_GATE,E37,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E37\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,495,True,True,,True,,True,
81,OPTION_FORMAL_POLICY_HARD_GATE,E38,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E38\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,487,True,True,,True,,True,
82,OPTION_FORMAL_POLICY_HARD_GATE,E39,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E39\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,490,True,True,,True,,True,
83,OPTION_FORMAL_POLICY_HARD_GATE,E40,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E40\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,492,True,True,,True,,True,
84,OPTION_FORMAL_POLICY_HARD_GATE,E41,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E41\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,489,True,True,,True,,True,
85,OPTION_FORMAL_POLICY_HARD_GATE,E42,TEMPORAL_VERSION,3,SELECTED,CAND_002,59,CAND_002,59,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E42\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,496,True,True,,True,,True,
86,OPTION_FORMAL_POLICY_HARD_GATE,E43,TEMPORAL_VERSION,3,SELECTED,CAND_002,62,CAND_002,62,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E43\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,491,True,True,,True,,True,
87,OPTION_FORMAL_POLICY_HARD_GATE,E44,GENERAL_RULE_EXCEPTION,3,SELECTED,CAND_002,30,CAND_002,30,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E44\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,486,True,True,,True,,True,
88,OPTION_FORMAL_POLICY_HARD_GATE,E45,GENERAL_RULE_EXCEPTION,3,SELECTED,CAND_002,45,CAND_002,45,True,benchmark\semantic-v2\mutants\E25.owl,True,,benchmark\semantic-v2\built\candidate-owls\E45\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,492,True,True,,True,,True,
89,OPTION_FORMAL_POLICY_HARD_GATE,E46,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E46\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,493,True,True,,True,,True,
90,OPTION_FORMAL_POLICY_HARD_GATE,E47,CROSS_SENTENCE_SCOPE,3,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E47\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,496,True,True,,True,,True,
91,OPTION_FORMAL_POLICY_HARD_GATE,E14,TEMPORAL_VERSION,4,SELECTED,CAND_002,62,CAND_002,62,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E14\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,851,True,True,,True,,True,
92,OPTION_FORMAL_POLICY_HARD_GATE,E15,TEMPORAL_VERSION,4,SELECTED,CAND_003,64,CAND_003,64,True,benchmark\semantic-v2\mutants\E15.owl,True,,benchmark\semantic-v2\built\candidate-owls\E15\CAND_003.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,494,True,True,,True,,True,
93,OPTION_FORMAL_POLICY_HARD_GATE,E16,TEMPORAL_VERSION,4,SELECTED,CAND_002,67,CAND_002,67,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E16\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,493,True,True,,True,,True,
94,OPTION_FORMAL_POLICY_HARD_GATE,E17,TEMPORAL_VERSION,4,SELECTED,CAND_002,63,CAND_002,63,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E17\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,503,True,True,,True,,True,
95,OPTION_FORMAL_POLICY_HARD_GATE,E18,TEMPORAL_VERSION,4,SELECTED,CAND_002,61,CAND_002,61,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E18\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,497,True,True,,True,,True,
96,OPTION_FORMAL_POLICY_HARD_GATE,E19,TEMPORAL_VERSION,4,SELECTED,CAND_002,64,CAND_002,64,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E19\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,520,True,True,,True,,True,
97,OPTION_FORMAL_POLICY_HARD_GATE,E20,TEMPORAL_VERSION,4,SELECTED,CAND_002,66,CAND_002,66,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E20\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,488,True,True,,True,,True,
98,OPTION_FORMAL_POLICY_HARD_GATE,E21,TEMPORAL_VERSION,4,SELECTED,CAND_002,67,CAND_002,67,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E21\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,490,True,True,,True,,True,
99,OPTION_FORMAL_POLICY_HARD_GATE,E24,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_002,0,CAND_002,0,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E24\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,495,True,True,,True,,True,
100,OPTION_FORMAL_POLICY_HARD_GATE,E25,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_001,15,CAND_001,15,True,benchmark\semantic-v2\mutants\E25.owl,True,,benchmark\semantic-v2\built\candidate-owls\E25\CAND_001.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,486,True,True,,True,,True,
101,OPTION_FORMAL_POLICY_HARD_GATE,E26,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_002,30,CAND_002,30,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E26\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,489,True,True,,True,,True,
102,OPTION_FORMAL_POLICY_HARD_GATE,E27,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_002,30,CAND_002,30,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E27\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,501,True,True,,True,,True,
103,OPTION_FORMAL_POLICY_HARD_GATE,E28,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_002,0,CAND_002,0,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E28\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,498,True,True,,True,,True,
104,OPTION_FORMAL_POLICY_HARD_GATE,E29,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_002,45,CAND_002,45,True,benchmark\semantic-v2\mutants\E25.owl,True,,benchmark\semantic-v2\built\candidate-owls\E29\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,472,True,True,,True,,True,
105,OPTION_FORMAL_POLICY_HARD_GATE,E30,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_003,15,CAND_003,15,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E30\CAND_003.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,490,True,True,,True,,True,
106,OPTION_FORMAL_POLICY_HARD_GATE,E31,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_003,0,CAND_003,0,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E31\CAND_003.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,485,True,True,,True,,True,
107,OPTION_FORMAL_POLICY_HARD_GATE,E34,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_003,24,CAND_003,24,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E34\CAND_003.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,493,True,True,,True,,True,
108,OPTION_FORMAL_POLICY_HARD_GATE,E35,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_001,18,CAND_001,18,True,benchmark\semantic-v2\mutants\E35.owl,True,,benchmark\semantic-v2\built\candidate-owls\E35\CAND_001.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,495,True,True,,True,,True,
109,OPTION_FORMAL_POLICY_HARD_GATE,E36,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E36\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,512,True,True,,True,,True,
110,OPTION_FORMAL_POLICY_HARD_GATE,E37,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E37\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,495,True,True,,True,,True,
111,OPTION_FORMAL_POLICY_HARD_GATE,E38,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E38\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,487,True,True,,True,,True,
112,OPTION_FORMAL_POLICY_HARD_GATE,E39,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E39\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,490,True,True,,True,,True,
113,OPTION_FORMAL_POLICY_HARD_GATE,E40,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E40\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,492,True,True,,True,,True,
114,OPTION_FORMAL_POLICY_HARD_GATE,E41,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E41\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,489,True,True,,True,,True,
115,OPTION_FORMAL_POLICY_HARD_GATE,E42,TEMPORAL_VERSION,4,SELECTED,CAND_002,59,CAND_002,59,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E42\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,496,True,True,,True,,True,
116,OPTION_FORMAL_POLICY_HARD_GATE,E43,TEMPORAL_VERSION,4,SELECTED,CAND_002,62,CAND_002,62,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E43\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,491,True,True,,True,,True,
117,OPTION_FORMAL_POLICY_HARD_GATE,E44,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_002,30,CAND_002,30,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E44\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,486,True,True,,True,,True,
118,OPTION_FORMAL_POLICY_HARD_GATE,E45,GENERAL_RULE_EXCEPTION,4,SELECTED,CAND_002,45,CAND_002,45,True,benchmark\semantic-v2\mutants\E25.owl,True,,benchmark\semantic-v2\built\candidate-owls\E45\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,492,True,True,,True,,True,
119,OPTION_FORMAL_POLICY_HARD_GATE,E46,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E46\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,493,True,True,,True,,True,
120,OPTION_FORMAL_POLICY_HARD_GATE,E47,CROSS_SENTENCE_SCOPE,4,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E47\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,496,True,True,,True,,True,
121,OPTION_FORMAL_POLICY_HARD_GATE,E14,TEMPORAL_VERSION,5,SELECTED,CAND_002,62,CAND_002,62,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E14\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,851,True,True,,True,,True,
122,OPTION_FORMAL_POLICY_HARD_GATE,E15,TEMPORAL_VERSION,5,SELECTED,CAND_003,64,CAND_003,64,True,benchmark\semantic-v2\mutants\E15.owl,True,,benchmark\semantic-v2\built\candidate-owls\E15\CAND_003.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,494,True,True,,True,,True,
123,OPTION_FORMAL_POLICY_HARD_GATE,E16,TEMPORAL_VERSION,5,SELECTED,CAND_002,67,CAND_002,67,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E16\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,493,True,True,,True,,True,
124,OPTION_FORMAL_POLICY_HARD_GATE,E17,TEMPORAL_VERSION,5,SELECTED,CAND_002,63,CAND_002,63,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E17\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,503,True,True,,True,,True,
125,OPTION_FORMAL_POLICY_HARD_GATE,E18,TEMPORAL_VERSION,5,SELECTED,CAND_002,61,CAND_002,61,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E18\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,497,True,True,,True,,True,
126,OPTION_FORMAL_POLICY_HARD_GATE,E19,TEMPORAL_VERSION,5,SELECTED,CAND_002,64,CAND_002,64,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E19\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,520,True,True,,True,,True,
127,OPTION_FORMAL_POLICY_HARD_GATE,E20,TEMPORAL_VERSION,5,SELECTED,CAND_002,66,CAND_002,66,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E20\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,488,True,True,,True,,True,
128,OPTION_FORMAL_POLICY_HARD_GATE,E21,TEMPORAL_VERSION,5,SELECTED,CAND_002,67,CAND_002,67,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E21\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,490,True,True,,True,,True,
129,OPTION_FORMAL_POLICY_HARD_GATE,E24,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_002,0,CAND_002,0,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E24\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,495,True,True,,True,,True,
130,OPTION_FORMAL_POLICY_HARD_GATE,E25,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_001,15,CAND_001,15,True,benchmark\semantic-v2\mutants\E25.owl,True,,benchmark\semantic-v2\built\candidate-owls\E25\CAND_001.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,486,True,True,,True,,True,
131,OPTION_FORMAL_POLICY_HARD_GATE,E26,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_002,30,CAND_002,30,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E26\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,489,True,True,,True,,True,
132,OPTION_FORMAL_POLICY_HARD_GATE,E27,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_002,30,CAND_002,30,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E27\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,501,True,True,,True,,True,
133,OPTION_FORMAL_POLICY_HARD_GATE,E28,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_002,0,CAND_002,0,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E28\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,498,True,True,,True,,True,
134,OPTION_FORMAL_POLICY_HARD_GATE,E29,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_002,45,CAND_002,45,True,benchmark\semantic-v2\mutants\E25.owl,True,,benchmark\semantic-v2\built\candidate-owls\E29\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,472,True,True,,True,,True,
135,OPTION_FORMAL_POLICY_HARD_GATE,E30,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_003,15,CAND_003,15,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E30\CAND_003.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,490,True,True,,True,,True,
136,OPTION_FORMAL_POLICY_HARD_GATE,E31,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_003,0,CAND_003,0,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E31\CAND_003.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,485,True,True,,True,,True,
137,OPTION_FORMAL_POLICY_HARD_GATE,E34,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_003,24,CAND_003,24,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E34\CAND_003.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,493,True,True,,True,,True,
138,OPTION_FORMAL_POLICY_HARD_GATE,E35,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_001,18,CAND_001,18,True,benchmark\semantic-v2\mutants\E35.owl,True,,benchmark\semantic-v2\built\candidate-owls\E35\CAND_001.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,495,True,True,,True,,True,
139,OPTION_FORMAL_POLICY_HARD_GATE,E36,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E36\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,512,True,True,,True,,True,
140,OPTION_FORMAL_POLICY_HARD_GATE,E37,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E37\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,495,True,True,,True,,True,
141,OPTION_FORMAL_POLICY_HARD_GATE,E38,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E38\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,487,True,True,,True,,True,
142,OPTION_FORMAL_POLICY_HARD_GATE,E39,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E39\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,490,True,True,,True,,True,
143,OPTION_FORMAL_POLICY_HARD_GATE,E40,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E40\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,492,True,True,,True,,True,
144,OPTION_FORMAL_POLICY_HARD_GATE,E41,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E41\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,489,True,True,,True,,True,
145,OPTION_FORMAL_POLICY_HARD_GATE,E42,TEMPORAL_VERSION,5,SELECTED,CAND_002,59,CAND_002,59,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E42\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,496,True,True,,True,,True,
146,OPTION_FORMAL_POLICY_HARD_GATE,E43,TEMPORAL_VERSION,5,SELECTED,CAND_002,62,CAND_002,62,True,benchmark\semantic-v2\mutants\E14.owl,True,,benchmark\semantic-v2\built\candidate-owls\E43\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,491,True,True,,True,,True,
147,OPTION_FORMAL_POLICY_HARD_GATE,E44,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_002,30,CAND_002,30,True,benchmark\semantic-v2\mutants\E24.owl,True,,benchmark\semantic-v2\built\candidate-owls\E44\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,486,True,True,,True,,True,
148,OPTION_FORMAL_POLICY_HARD_GATE,E45,GENERAL_RULE_EXCEPTION,5,SELECTED,CAND_002,45,CAND_002,45,True,benchmark\semantic-v2\mutants\E25.owl,True,,benchmark\semantic-v2\built\candidate-owls\E45\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,492,True,True,,True,,True,
149,OPTION_FORMAL_POLICY_HARD_GATE,E46,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E46\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,493,True,True,,True,,True,
150,OPTION_FORMAL_POLICY_HARD_GATE,E47,CROSS_SENTENCE_SCOPE,5,SELECTED,CAND_002,18,CAND_002,18,True,benchmark\semantic-v2\mutants\E34.owl,True,,benchmark\semantic-v2\built\candidate-owls\E47\CAND_002.owl,REPLACE_PROPERTY_VALUE,1,1,True,CONSISTENT,496,True,True,,True,,True,
