event_id,semantic_type,run,seed,generation_status,selection_status,selected_candidate_id,selected_value,auto_semantic_result,selection_reason,candidate_match_evidence,runtime_ms,prompt_eval_count,eval_count,candidate_owl,triples_removed,triples_added,minimal_edit_gate,reasoner_result,reasoner_runtime_ms,reasoner_gate,source_triggers_repair_cq,candidate_satisfies_repair_cq,repair_cq_message,oracle_candidate_id,oracle_value,selection_oracle_correct,full_closure_success
EXT_E008,TEMPORAL_VERSION,5,20260824,GENERATED,ABSTAIN,,,"The requirement status is 'active' under WCAG 2.2, representing the addition of the new criterion.",no candidate value matched auto semantic_result,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=2.5.8;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""2.5.8"", ""expected_name_tokens"": ""minimum|size|target"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=2.5.8;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""2.5.8"", ""expected_name_tokens"": ""minimum|size|target"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}]",7229,902,233,,,,,,,,,,,CAND_002,wcag22_added=2.5.8;level=AA,False,False
EXT_E009,TEMPORAL_VERSION,1,20260820,GENERATED,SELECTED,CAND_002,wcag22_added=3.2.6;level=A,The requirement status is updated to include WCAG 2.2 version with conformance level A for criterion 3.2.6 Consistent Help.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.2.6;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.2.6;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}, ""match"": false}]",7793,902,275,benchmark\external-real-v1\built\candidate-owls\EXT_E009\CAND_002.owl,1,1,True,CONSISTENT,484,True,True,True,,CAND_002,wcag22_added=3.2.6;level=A,True,True
EXT_E009,TEMPORAL_VERSION,2,20260821,GENERATED,SELECTED,CAND_002,wcag22_added=3.2.6;level=A,"WCAG success criterion 3.2.6 is active in version WCAG 2.2 with conformance level A, replacing the absence of this specific criterion in WCAG 2.1",unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.2.6;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""A"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.2.6;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}]",6799,902,245,benchmark\external-real-v1\built\candidate-owls\EXT_E009\CAND_002.owl,1,1,True,CONSISTENT,484,True,True,True,,CAND_002,wcag22_added=3.2.6;level=A,True,True
EXT_E009,TEMPORAL_VERSION,3,20260822,GENERATED,ABSTAIN,,,"The requirement exists in WCAG 2.2 with conformance level A, representing a new addition relative to WCAG 2.1.",no candidate value matched auto semantic_result,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.2.6;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.2.6;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}]",7079,902,238,,,,,,,,,,,CAND_002,wcag22_added=3.2.6;level=A,False,False
EXT_E009,TEMPORAL_VERSION,4,20260823,GENERATED,SELECTED,CAND_002,wcag22_added=3.2.6;level=A,The requirement for WCAG success criterion 3.2.6 Consistent Help is active and applicable under the WCAG 2.2 version with conformance level A.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.2.6;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.2.6;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}, ""match"": false}]",7105,902,240,benchmark\external-real-v1\built\candidate-owls\EXT_E009\CAND_002.owl,1,1,True,CONSISTENT,484,True,True,True,,CAND_002,wcag22_added=3.2.6;level=A,True,True
EXT_E009,TEMPORAL_VERSION,5,20260824,GENERATED,SELECTED,CAND_002,wcag22_added=3.2.6;level=A,The requirement 'Consistent Help' is active and applicable under WCAG 2.2 with conformance level A.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.2.6;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.2.6;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}, ""match"": false}]",6766,902,230,benchmark\external-real-v1\built\candidate-owls\EXT_E009\CAND_002.owl,1,1,True,CONSISTENT,484,True,True,True,,CAND_002,wcag22_added=3.2.6;level=A,True,True
EXT_E010,TEMPORAL_VERSION,1,20260820,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.7;level=A,The requirement for WCAG success criterion 3.3.7 Redundant Entry is active in version WCAG 2.2 with conformance level A.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.7;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.7;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}, ""match"": false}]",6698,904,232,benchmark\external-real-v1\built\candidate-owls\EXT_E010\CAND_002.owl,1,1,True,CONSISTENT,500,True,True,True,,CAND_002,wcag22_added=3.3.7;level=A,True,True
EXT_E010,TEMPORAL_VERSION,2,20260821,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.7;level=A,"The requirement status for WCAG success criterion 3.3.7 is active in WCAG 2.2 with conformance level A, representing an addition relative to WCAG 2.1.",unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.7;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.7;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}]",8608,904,286,benchmark\external-real-v1\built\candidate-owls\EXT_E010\CAND_002.owl,1,1,True,CONSISTENT,500,True,True,True,,CAND_002,wcag22_added=3.3.7;level=A,True,True
EXT_E010,TEMPORAL_VERSION,3,20260822,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.7;level=A,The requirement 'Redundant Entry' is active and applicable under WCAG 2.2 with conformance level A.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.7;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.7;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}, ""match"": false}]",6192,904,232,benchmark\external-real-v1\built\candidate-owls\EXT_E010\CAND_002.owl,1,1,True,CONSISTENT,500,True,True,True,,CAND_002,wcag22_added=3.3.7;level=A,True,True
EXT_E010,TEMPORAL_VERSION,4,20260823,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.7;level=A,WCAG success criterion 3.3.7 Redundant Entry with conformance level A is effective in WCAG 2.2,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.7;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""A"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.7;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}, ""match"": false}]",6305,904,227,benchmark\external-real-v1\built\candidate-owls\EXT_E010\CAND_002.owl,1,1,True,CONSISTENT,500,True,True,True,,CAND_002,wcag22_added=3.3.7;level=A,True,True
EXT_E010,TEMPORAL_VERSION,5,20260824,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.7;level=A,The requirement 'Redundant Entry' is active and applicable under WCAG 2.2 with conformance level A.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.7;level=A"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.7;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}, ""match"": false}]",6195,904,232,benchmark\external-real-v1\built\candidate-owls\EXT_E010\CAND_002.owl,1,1,True,CONSISTENT,500,True,True,True,,CAND_002,wcag22_added=3.3.7;level=A,True,True
EXT_E011,TEMPORAL_VERSION,1,20260820,GENERATED,ABSTAIN,,,"The requirement status is updated to include the new success criterion 3.3.8 Accessible Authentication Minimum under WCAG 2.2, superseding or extending the previous WCAG 2.1 state.",no candidate value matched auto semantic_result,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.8;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}, ""match"": false}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.8;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}, ""match"": false}]",8179,904,288,,,,,,,,,,,CAND_002,wcag22_added=3.3.8;level=AA,False,False
EXT_E011,TEMPORAL_VERSION,2,20260821,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.8;level=AA,"The requirement status is 'active' in WCAG 2.2, introducing a new conformance level AA for accessible authentication minimums.",unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.8;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.8;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}, ""match"": false}]",7680,904,239,benchmark\external-real-v1\built\candidate-owls\EXT_E011\CAND_002.owl,1,1,True,CONSISTENT,474,True,True,True,,CAND_002,wcag22_added=3.3.8;level=AA,True,True
EXT_E011,TEMPORAL_VERSION,3,20260822,GENERATED,ABSTAIN,,,The requirement status for WCAG success criterion 3.3.8 is 'active' and includes the new conformance level AA.,no candidate value matched auto semantic_result,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.8;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.8;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}]",7304,904,229,,,,,,,,,,,CAND_002,wcag22_added=3.3.8;level=AA,False,False
EXT_E011,TEMPORAL_VERSION,4,20260823,GENERATED,ABSTAIN,,,"The requirement status is 'active' under WCAG 2.2, representing the addition of a new conformance criterion.",no candidate value matched auto semantic_result,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.8;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication"", ""scope_ok"": false}, ""match"": false}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.8;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication"", ""scope_ok"": false}, ""match"": false}]",7555,904,236,,,,,,,,,,,CAND_002,wcag22_added=3.3.8;level=AA,False,False
EXT_E011,TEMPORAL_VERSION,5,20260824,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.8;level=AA,The requirement 'Accessible Authentication Minimum' is active and applicable under WCAG 2.2 with conformance level AA.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.8;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.8;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}, ""match"": false}]",7301,904,230,benchmark\external-real-v1\built\candidate-owls\EXT_E011\CAND_002.owl,1,1,True,CONSISTENT,474,True,True,True,,CAND_002,wcag22_added=3.3.8;level=AA,True,True
EXT_E012,TEMPORAL_VERSION,1,20260820,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.9;level=AAA,The requirement status is updated to include the new WCAG 2.2 success criterion 3.3.9 Accessible Authentication Enhanced at conformance level AAA.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.9;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.9;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""scope_ok"": false}, ""match"": false}]",7135,904,243,benchmark\external-real-v1\built\candidate-owls\EXT_E012\CAND_002.owl,1,1,True,CONSISTENT,485,True,True,True,,CAND_002,wcag22_added=3.3.9;level=AAA,True,True
EXT_E012,TEMPORAL_VERSION,2,20260821,GENERATED,SELECTED,CAND_002,wcag22_added=3.3.9;level=AAA,The requirement status is updated to include the new success criterion 3.3.9 Accessible Authentication Enhanced at conformance level AAA as defined in WCAG 2.2.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=3.3.9;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=3.3.9;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""scope_ok"": false}, ""match"": false}]",7457,904,284,benchmark\external-real-v1\built\candidate-owls\EXT_E012\CAND_002.owl,1,1,True,CONSISTENT,485,True,True,True,,CAND_002,wcag22_added=3.3.9;level=AAA,True,True
