event_id,split,semantic_type,domain,title,case_context,subject_label,predicate_label,value_kind,allowed_min,allowed_max,document_ids,source_owl,source_url,retrieved_at,status,notes,lexical_status,support_status,semantic_support,support_adjudication_method,support_checked_before_model_run,support_gate_version
EXT_E052,external,GENERAL_RULE_EXCEPTION,digital_identity,NIST SP 800-63A/B scope event EXT_E052,Assess the current normative representation for NIST SP 800-63A/B EXT_E052 using public source NIST SP 800-63A/B Revision 4.,NIST SP 800-63A/B EXT_E052,document scope status,literal_string,,,EXT_DOC_052_OLD|EXT_DOC_052_NEW,,https://pages.nist.gov/800-63-4/,2026-08-27T13:59:26.466628+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E053,external,CROSS_SENTENCE_SCOPE,digital_identity,NIST SP 800-63A/B scope event EXT_E053,Assess the current normative representation for NIST SP 800-63A/B EXT_E053 using public source NIST SP 800-63A/B Revision 4.,NIST SP 800-63A/B EXT_E053,document scope status,literal_string,,,EXT_DOC_053_OLD|EXT_DOC_053_NEW,,https://pages.nist.gov/800-63-4/sp800-63a.html,2026-08-27T13:59:26.477634+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E054,external,GENERAL_RULE_EXCEPTION,digital_identity,NIST SP 800-63A/B scope event EXT_E054,Assess the current normative representation for NIST SP 800-63A/B EXT_E054 using public source NIST SP 800-63A/B Revision 4.,NIST SP 800-63A/B EXT_E054,document scope status,literal_string,,,EXT_DOC_054_OLD|EXT_DOC_054_NEW,,https://pages.nist.gov/800-63-4/sp800-63b.html,2026-08-27T13:59:26.501965+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E055,external,GENERAL_RULE_EXCEPTION,digital_identity,NIST SP 800-63A/B scope event EXT_E055,Assess the current normative representation for NIST SP 800-63A/B EXT_E055 using public source NIST SP 800-63A/B Revision 4.,NIST SP 800-63A/B EXT_E055,document scope status,literal_string,,,EXT_DOC_055_OLD|EXT_DOC_055_NEW,,https://pages.nist.gov/800-63-4/sp800-63a.html,2026-08-27T13:59:32.894535+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E057,external,TEMPORAL_VERSION,eu_regulation,EUR-Lex amendment event EXT_E057,Assess the current normative representation for EUR-Lex amendment EXT_E057 using public source EUR-Lex regulation amendment with effective date and annex changes.,EUR-Lex amendment EXT_E057,regulatory amendment status,literal_string,,,EXT_DOC_057_OLD|EXT_DOC_057_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:26.939866+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E058,external,GENERAL_RULE_EXCEPTION,eu_regulation,EUR-Lex amendment event EXT_E058,Assess the current normative representation for EUR-Lex amendment EXT_E058 using public source EUR-Lex regulation amendment with effective date and annex changes.,EUR-Lex amendment EXT_E058,regulatory amendment status,literal_string,,,EXT_DOC_058_OLD|EXT_DOC_058_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:26.986689+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E059,external,CROSS_SENTENCE_SCOPE,eu_regulation,EUR-Lex amendment event EXT_E059,Assess the current normative representation for EUR-Lex amendment EXT_E059 using public source EUR-Lex regulation amendment with effective date and annex changes.,EUR-Lex amendment EXT_E059,regulatory amendment status,literal_string,,,EXT_DOC_059_OLD|EXT_DOC_059_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.078058+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E060,external,TEMPORAL_VERSION,eu_regulation,EUR-Lex amendment event EXT_E060,Assess the current normative representation for EUR-Lex amendment EXT_E060 using public source EUR-Lex regulation amendment with effective date and annex changes.,EUR-Lex amendment EXT_E060,regulatory amendment status,literal_string,,,EXT_DOC_060_OLD|EXT_DOC_060_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:29:12.255055+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E061,external,GENERAL_RULE_EXCEPTION,eu_regulation,EUR-Lex amendment event EXT_E061,Assess the current normative representation for EUR-Lex amendment EXT_E061 using public source EUR-Lex regulation amendment with effective date and annex changes.,EUR-Lex amendment EXT_E061,regulatory amendment status,literal_string,,,EXT_DOC_061_OLD|EXT_DOC_061_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.166479+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E062,external,CROSS_SENTENCE_SCOPE,eu_regulation,EUR-Lex amendment event EXT_E062,Assess the current normative representation for EUR-Lex amendment EXT_E062 using public source EUR-Lex regulation amendment with effective date and annex changes.,EUR-Lex amendment EXT_E062,regulatory amendment status,literal_string,,,EXT_DOC_062_OLD|EXT_DOC_062_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.213608+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E063,external,TEMPORAL_VERSION,us_regulation,eCFR regulatory text event EXT_E063,Assess the current normative representation for eCFR EXT_E063 using public source eCFR current regulatory text and effective-date requirements.,eCFR EXT_E063,regulatory text status,literal_string,,,EXT_DOC_063_OLD|EXT_DOC_063_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T13:59:27.295381+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E064,external,CROSS_SENTENCE_SCOPE,us_regulation,eCFR regulatory text event EXT_E064,Assess the current normative representation for eCFR EXT_E064 using public source eCFR current regulatory text and effective-date requirements.,eCFR EXT_E064,regulatory text status,literal_string,,,EXT_DOC_064_OLD|EXT_DOC_064_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T14:26:53.187494+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E065,external,GENERAL_RULE_EXCEPTION,us_regulation,eCFR regulatory text event EXT_E065,Assess the current normative representation for eCFR EXT_E065 using public source eCFR current regulatory text and effective-date requirements.,eCFR EXT_E065,regulatory text status,literal_string,,,EXT_DOC_065_OLD|EXT_DOC_065_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T14:26:53.223436+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E066,external,TEMPORAL_VERSION,us_regulation,eCFR regulatory text event EXT_E066,Assess the current normative representation for eCFR EXT_E066 using public source eCFR current regulatory text and effective-date requirements.,eCFR EXT_E066,regulatory text status,literal_string,,,EXT_DOC_066_OLD|EXT_DOC_066_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T13:59:27.397746+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E067,external,CROSS_SENTENCE_SCOPE,us_regulation,eCFR regulatory text event EXT_E067,Assess the current normative representation for eCFR EXT_E067 using public source eCFR current regulatory text and effective-date requirements.,eCFR EXT_E067,regulatory text status,literal_string,,,EXT_DOC_067_OLD|EXT_DOC_067_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T13:59:27.429025+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E068,external,GENERAL_RULE_EXCEPTION,us_regulation,eCFR regulatory text event EXT_E068,Assess the current normative representation for eCFR EXT_E068 using public source eCFR current regulatory text and effective-date requirements.,eCFR EXT_E068,regulatory text status,literal_string,,,EXT_DOC_068_OLD|EXT_DOC_068_NEW,,https://www.federalregister.gov/documents/full_text/html/2023/08/04/2023-16194.html,2026-08-27T14:26:53.259206+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E069,external,TEMPORAL_VERSION,insurance,greenhouse vegetable insurance amount split,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: greenhouse vegetable insurance amount split` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: greenhouse vegetable insurance amount split,insured amount facet,literal_string,,,EXT3_DOC_069_OLD|EXT3_DOC_069_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.471556+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E070,external,TEMPORAL_VERSION,insurance,wheat lodging five-level definition,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: wheat lodging five-level definition` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: wheat lodging five-level definition,damage definition,literal_string,,,EXT3_DOC_070_OLD|EXT3_DOC_070_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.484936+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E071,external,TEMPORAL_VERSION,insurance,corn loss-rate compensation formula,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: corn loss-rate compensation formula` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: corn loss-rate compensation formula,claim formula,literal_string,,,EXT3_DOC_071_OLD|EXT3_DOC_071_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T13:59:27.514062+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E072,external,TEMPORAL_VERSION,insurance,rice covered disaster scope,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: rice covered disaster scope` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: rice covered disaster scope,covered peril scope,literal_string,,,EXT3_DOC_072_OLD|EXT3_DOC_072_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.499020+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E073,external,TEMPORAL_VERSION,insurance,soybean growth-stage compensation limit,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: soybean growth-stage compensation limit` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: soybean growth-stage compensation limit,growth-stage rule,literal_string,,,EXT3_DOC_073_OLD|EXT3_DOC_073_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.512629+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E074,external,TEMPORAL_VERSION,insurance,fruit-tree freeze exception,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: fruit-tree freeze exception` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: fruit-tree freeze exception,exception rule,literal_string,,,EXT3_DOC_074_OLD|EXT3_DOC_074_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.526123+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E075,external,TEMPORAL_VERSION,insurance,livestock epidemic coverage scope,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: livestock epidemic coverage scope` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: livestock epidemic coverage scope,covered peril scope,literal_string,,,EXT3_DOC_075_OLD|EXT3_DOC_075_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.538487+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E076,external,TEMPORAL_VERSION,insurance,aquaculture storm damage trigger,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: aquaculture storm damage trigger` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: aquaculture storm damage trigger,trigger condition,literal_string,,,EXT3_DOC_076_OLD|EXT3_DOC_076_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T13:59:27.578763+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E077,external,TEMPORAL_VERSION,insurance,facility crop damage ratio,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: facility crop damage ratio` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: facility crop damage ratio,loss ratio rule,literal_string,,,EXT3_DOC_077_OLD|EXT3_DOC_077_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.552084+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E078,external,TEMPORAL_VERSION,insurance,seedling replanting cost coverage,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: seedling replanting cost coverage` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: seedling replanting cost coverage,cost item,literal_string,,,EXT3_DOC_078_OLD|EXT3_DOC_078_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.564797+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E079,external,TEMPORAL_VERSION,insurance,orchard hail deductible exception,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: orchard hail deductible exception` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: orchard hail deductible exception,deductible rule,literal_string,,,EXT3_DOC_079_OLD|EXT3_DOC_079_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.577213+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E080,external,TEMPORAL_VERSION,insurance,vegetable rotation scope,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: vegetable rotation scope` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: vegetable rotation scope,scope rule,literal_string,,,EXT3_DOC_080_OLD|EXT3_DOC_080_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.589757+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E081,external,TEMPORAL_VERSION,insurance,policy term effective period,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: policy term effective period` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: policy term effective period,effective period,literal_string,,,EXT3_DOC_081_OLD|EXT3_DOC_081_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T13:59:27.640456+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E082,external,TEMPORAL_VERSION,insurance,claims notice deadline,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: claims notice deadline` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: claims notice deadline,deadline rule,literal_string,,,EXT3_DOC_082_OLD|EXT3_DOC_082_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.602341+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E083,external,TEMPORAL_VERSION,insurance,field verification requirement,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: field verification requirement` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: field verification requirement,evidence requirement,literal_string,,,EXT3_DOC_083_OLD|EXT3_DOC_083_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.615263+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E084,external,TEMPORAL_VERSION,insurance,insured area adjustment,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: insured area adjustment` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: insured area adjustment,adjustment rule,literal_string,,,EXT3_DOC_084_OLD|EXT3_DOC_084_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T14:24:34.627620+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E085,external,TEMPORAL_VERSION,insurance,premium subsidy scope,Assess the current normative representation for `Beijing 2026 policy agricultural insurance reference terms :: premium subsidy scope` using the cited official public source.,Beijing 2026 policy agricultural insurance reference terms :: premium subsidy scope,subsidy scope,literal_string,,,EXT3_DOC_085_OLD|EXT3_DOC_085_NEW,,https://nyncj.beijing.gov.cn/nyj/zwgk/zcgk/zcwj3149/744058179/2026070319534651291.pdf,2026-08-27T13:59:27.688455+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E086,external,TEMPORAL_VERSION,eu_regulation,CLP Annex VI entry update,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: CLP Annex VI entry update` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: CLP Annex VI entry update,classification status,literal_string,,,EXT3_DOC_086_OLD|EXT3_DOC_086_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:27.778654+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E087,external,TEMPORAL_VERSION,eu_regulation,harmonised classification scope,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: harmonised classification scope` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: harmonised classification scope,scope rule,literal_string,,,EXT3_DOC_087_OLD|EXT3_DOC_087_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.676315+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E088,external,TEMPORAL_VERSION,eu_regulation,transitional application date,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: transitional application date` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: transitional application date,effective date,literal_string,,,EXT3_DOC_088_OLD|EXT3_DOC_088_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.726025+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E089,external,TEMPORAL_VERSION,eu_regulation,hazard statement mapping,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: hazard statement mapping` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: hazard statement mapping,hazard statement,literal_string,,,EXT3_DOC_089_OLD|EXT3_DOC_089_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:27.926697+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E090,external,TEMPORAL_VERSION,eu_regulation,labelling exception,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: labelling exception` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: labelling exception,exception rule,literal_string,,,EXT3_DOC_090_OLD|EXT3_DOC_090_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:27.982511+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E091,external,TEMPORAL_VERSION,eu_regulation,packaging scope,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: packaging scope` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: packaging scope,scope rule,literal_string,,,EXT3_DOC_091_OLD|EXT3_DOC_091_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.786897+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E092,external,TEMPORAL_VERSION,eu_regulation,mixture classification cross-reference,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: mixture classification cross-reference` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: mixture classification cross-reference,cross reference,literal_string,,,EXT3_DOC_092_OLD|EXT3_DOC_092_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:28.093654+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E093,external,TEMPORAL_VERSION,eu_regulation,substance table replacement,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: substance table replacement` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: substance table replacement,table status,literal_string,,,EXT3_DOC_093_OLD|EXT3_DOC_093_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:28.141232+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E094,external,TEMPORAL_VERSION,eu_regulation,classification note update,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: classification note update` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: classification note update,note status,literal_string,,,EXT3_DOC_094_OLD|EXT3_DOC_094_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:28.203184+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
EXT_E095,external,TEMPORAL_VERSION,eu_regulation,annex effective window,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: annex effective window` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: annex effective window,effective window,literal_string,,,EXT3_DOC_095_OLD|EXT3_DOC_095_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.843452+00:00,READY,,LEXICAL_FAIL,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E096,external,TEMPORAL_VERSION,eu_regulation,regulatory derogation,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: regulatory derogation` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: regulatory derogation,derogation rule,literal_string,,,EXT3_DOC_096_OLD|EXT3_DOC_096_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T14:24:34.898955+00:00,READY,,LEXICAL_AMBIGUOUS,SEMANTIC_PASS,PASS,paraphrase_relation_adjudication,true,v8.1-semantic-adjudication
EXT_E097,external,TEMPORAL_VERSION,eu_regulation,entry deletion marker,Assess the current normative representation for `Commission Delegated Regulation (EU) 2020/2174 :: entry deletion marker` using the cited official public source.,Commission Delegated Regulation (EU) 2020/2174 :: entry deletion marker,entry status,literal_string,,,EXT3_DOC_097_OLD|EXT3_DOC_097_NEW,,https://op.europa.eu/o/opportal-service/download-handler?identifier=dec9f5e7-43f8-11eb-b59f-01aa75ed71a1&format=PDF&language=en&productionSystem=cellar&part=,2026-08-27T13:59:28.369329+00:00,READY,,LEXICAL_PASS,LEXICAL_PASS,PASS,lexical_prefilter_confirmed,true,v8.1-semantic-adjudication
