event_id,semantic_type,run,seed,generation_status,schema_valid,oracle_used,candidate_used,manual_formal_policy_used,gold_target,auto_semantic_result,semantic_family,semantic_correct,semantic_evidence,runtime_ms,prompt_eval_count,eval_count
EXT_E011,TEMPORAL_VERSION,2,20260821,GENERATED,True,False,False,False,wcag22_added=3.3.8;level=AA,"The requirement status is 'active' in WCAG 2.2, introducing a new conformance level AA for accessible authentication minimums.",wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}",7680,904,239
EXT_E011,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=3.3.8;level=AA,The requirement status for WCAG success criterion 3.3.8 is 'active' and includes the new conformance level AA.,wcag22_added,False,"{""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}",7304,904,229
EXT_E011,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=3.3.8;level=AA,"The requirement status is 'active' under WCAG 2.2, representing the addition of a new conformance criterion.",wcag22_added,False,"{""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication"", ""scope_ok"": false}",7555,904,236
EXT_E011,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=3.3.8;level=AA,The requirement 'Accessible Authentication Minimum' is active and applicable under WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}",7301,904,230
EXT_E012,TEMPORAL_VERSION,1,20260820,GENERATED,True,False,False,False,wcag22_added=3.3.9;level=AAA,The requirement status is updated to include the new WCAG 2.2 success criterion 3.3.9 Accessible Authentication Enhanced at conformance level AAA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""scope_ok"": false}",7135,904,243
EXT_E012,TEMPORAL_VERSION,2,20260821,GENERATED,True,False,False,False,wcag22_added=3.3.9;level=AAA,The requirement status is updated to include the new success criterion 3.3.9 Accessible Authentication Enhanced at conformance level AAA as defined in WCAG 2.2.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""scope_ok"": false}",7457,904,284
EXT_E012,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=3.3.9;level=AAA,The requirement set includes WCAG 2.2 specific success criterion 3.3.9 Accessible Authentication Enhanced at conformance level AAA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""scope_ok"": false}",6281,904,231
EXT_E012,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=3.3.9;level=AAA,"The requirement is active in WCAG 2.2 with conformance level AAA, representing a new addition compared to WCAG 2.1.",wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication"", ""scope_ok"": false}",7222,904,240
EXT_E012,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=3.3.9;level=AAA,The requirement status is updated to include the new WCAG 2.2 success criterion 3.3.9 Accessible Authentication Enhanced at conformance level AAA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.9"", ""expected_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""accessible|authentication|enhanc|enhanced"", ""scope_ok"": false}",8101,904,243
EXT_E013,CROSS_SENTENCE_SCOPE,1,20260820,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.4;level=AA,The cross-reference requirement scope is resolved to WCAG success criterion 1.3.4 at conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.4"", ""expected_name_tokens"": ""orientation"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",8351,889,294
EXT_E013,CROSS_SENTENCE_SCOPE,2,20260821,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.4;level=AA,The cross-reference requirement scope is resolved to WCAG success criterion 1.3.4 at conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.4"", ""expected_name_tokens"": ""orientation"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",10508,889,292
EXT_E013,CROSS_SENTENCE_SCOPE,3,20260822,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.4;level=AA,The cross-reference requirement scope is resolved to: WCAG success criterion 1.3.4 with conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.4"", ""expected_name_tokens"": ""orientation"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",9174,889,297
EXT_E013,CROSS_SENTENCE_SCOPE,4,20260823,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.4;level=AA,The cross-reference requirement scope is resolved to preserve the criterion identifier '1.3.4' and conformance level 'AA'.,wcag21_cross_scope,False,"{""change_ok"": false, ""code"": ""1.3.4"", ""expected_name_tokens"": ""orientation"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",7853,889,297
EXT_E013,CROSS_SENTENCE_SCOPE,5,20260824,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.4;level=AA,The semantic result for the cross-reference requirement scope is: WCAG success criterion 1.3.4 with conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.4"", ""expected_name_tokens"": ""orientation"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",10060,889,304
EXT_E014,CROSS_SENTENCE_SCOPE,1,20260820,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.5;level=AA,The cross-reference requirement scope is resolved to: WCAG success criterion 1.3.5 with conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.5"", ""expected_name_tokens"": ""identify|input|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",8799,893,300
EXT_E014,CROSS_SENTENCE_SCOPE,2,20260821,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.5;level=AA,The cross-reference requirement scope is resolved to: WCAG success criterion 1.3.5 at conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.5"", ""expected_name_tokens"": ""identify|input|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",10163,893,295
EXT_E014,CROSS_SENTENCE_SCOPE,3,20260822,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.5;level=AA,The cross-reference scope for WCAG 2.1 addition 1.3.5 requires preserving the criterion identifier '1.3.5' and conformance level 'AA'.,wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.3.5"", ""expected_name_tokens"": ""identify|input|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",8464,893,292
EXT_E014,CROSS_SENTENCE_SCOPE,4,20260823,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.5;level=AA,The scope of the cross-reference requirement is defined as applying to WCAG success criterion 1.3.5 at conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.5"", ""expected_name_tokens"": ""identify|input|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",8162,893,256
EXT_E014,CROSS_SENTENCE_SCOPE,5,20260824,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.5;level=AA,conformance_level equals AA,wcag21_cross_scope,False,"{""change_ok"": false, ""code"": ""1.3.5"", ""expected_name_tokens"": ""identify|input|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": false, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}",9489,893,267
EXT_E015,CROSS_SENTENCE_SCOPE,1,20260820,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.6;level=AAA,The semantic result is that the cross-reference requirement scope for WCAG 2.1 addition 1.3.6 Identify Purpose must preserve the criterion identifier '1.3.6' and assign the conformance level 'AAA'.,wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.3.6"", ""expected_name_tokens"": ""identify|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""identify|purpose"", ""scope_ok"": true}",9541,891,331
EXT_E015,CROSS_SENTENCE_SCOPE,2,20260821,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.6;level=AAA,The cross-reference requirement scope is resolved to: WCAG success criterion 1.3.6 with conformance level AAA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.6"", ""expected_name_tokens"": ""identify|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": true}",9013,891,298
EXT_E015,CROSS_SENTENCE_SCOPE,3,20260822,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.6;level=AAA,The cross-reference requirement scope is resolved to: WCAG success criterion 1.3.6 at conformance level AAA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.6"", ""expected_name_tokens"": ""identify|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": true}",9489,891,294
EXT_E015,CROSS_SENTENCE_SCOPE,4,20260823,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.6;level=AAA,conformance_level equals AAA,wcag21_cross_scope,False,"{""change_ok"": false, ""code"": ""1.3.6"", ""expected_name_tokens"": ""identify|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": false, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": false, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": false}",10710,891,266
EXT_E015,CROSS_SENTENCE_SCOPE,5,20260824,GENERATED,True,False,False,False,wcag21_cross_scope=1.3.6;level=AAA,The cross-reference requirement scope is resolved to: WCAG success criterion 1.3.6 at conformance level AAA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.3.6"", ""expected_name_tokens"": ""identify|purpose"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": true}",9027,891,291
EXT_E016,CROSS_SENTENCE_SCOPE,1,20260820,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.10;level=AA,The cross-reference requirement scope for WCAG success criterion 1.4.10 is defined as conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.4.10"", ""expected_name_tokens"": ""reflow"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",8532,896,292
EXT_E016,CROSS_SENTENCE_SCOPE,2,20260821,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.10;level=AA,The cross-reference requirement scope for WCAG success criterion 1.4.10 is defined as conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.4.10"", ""expected_name_tokens"": ""reflow"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",9838,896,292
EXT_E016,CROSS_SENTENCE_SCOPE,3,20260822,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.10;level=AA,"The cross-reference requirement scope for WCAG 2.1 addition 1.4.10 is established as a new success criterion at level AA, preserving the identifier '1.4.10' and conformance level 'AA'.",wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.4.10"", ""expected_name_tokens"": ""reflow"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",12718,896,381
EXT_E016,CROSS_SENTENCE_SCOPE,4,20260823,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.10;level=AA,conformance_level equals AA,wcag21_cross_scope,False,"{""change_ok"": false, ""code"": ""1.4.10"", ""expected_name_tokens"": ""reflow"", ""family"": ""wcag21_cross_scope"", ""has_code"": false, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}",9188,896,274
EXT_E016,CROSS_SENTENCE_SCOPE,5,20260824,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.10;level=AA,The cross-reference requirement scope for WCAG success criterion 1.4.10 is resolved to conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.4.10"", ""expected_name_tokens"": ""reflow"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",9755,896,292
EXT_E017,CROSS_SENTENCE_SCOPE,1,20260820,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.11;level=AA,"The cross-reference requirement scope for WCAG success criterion 1.4.11 is defined as Non-text Contrast at conformance level AA, ensuring the preservation of the criterion identifier and conformance level.",wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.4.11"", ""expected_name_tokens"": ""contrast|non|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""contrast|non|text"", ""scope_ok"": true}",9301,898,325
EXT_E017,CROSS_SENTENCE_SCOPE,2,20260821,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.11;level=AA,The cross-reference requirement scope for WCAG success criterion 1.4.11 is resolved to conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.4.11"", ""expected_name_tokens"": ""contrast|non|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",10865,898,295
EXT_E017,CROSS_SENTENCE_SCOPE,3,20260822,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.11;level=AA,"The cross-reference requirement scope for WCAG success criterion 1.4.11 is defined as Non-text Contrast at conformance level AA, ensuring the preservation of the criterion identifier and conformance level in the target value.",wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.4.11"", ""expected_name_tokens"": ""contrast|non|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""contrast|non|text"", ""scope_ok"": true}",10975,898,327
EXT_E017,CROSS_SENTENCE_SCOPE,4,20260823,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.11;level=AA,"equals(WCAG success criterion 1.4.11, ""Non-text Contrast"") AND equals(conformance level, ""AA"")",wcag21_cross_scope,False,"{""change_ok"": false, ""code"": ""1.4.11"", ""expected_name_tokens"": ""contrast|non|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": ""contrast|non|text"", ""scope_ok"": false}",10175,898,368
EXT_E017,CROSS_SENTENCE_SCOPE,5,20260824,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.11;level=AA,The cross-reference requirement scope is resolved to include WCAG success criterion 1.4.11 at conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.4.11"", ""expected_name_tokens"": ""contrast|non|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",10202,898,298
EXT_E018,CROSS_SENTENCE_SCOPE,1,20260820,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.12;level=AA,The cross-reference requirement scope is defined as the newly added success criterion 1.4.12 Text Spacing at level AA.,wcag21_cross_scope,False,"{""change_ok"": true, ""code"": ""1.4.12"", ""expected_name_tokens"": ""spac|spacing|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""spac|spacing|text"", ""scope_ok"": true}",9391,898,307
EXT_E018,CROSS_SENTENCE_SCOPE,2,20260821,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.12;level=AA,The cross-reference requirement scope for WCAG 2.1 addition 1.4.12 Text Spacing preserves the criterion identifier '1.4.12' and conformance level 'AA'.,wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.4.12"", ""expected_name_tokens"": ""spac|spacing|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""spac|spacing|text"", ""scope_ok"": true}",11492,898,346
EXT_E018,CROSS_SENTENCE_SCOPE,3,20260822,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.12;level=AA,"The semantic result is that the cross-reference scope for 1.4.12 Text Spacing is defined by its status as a newly added success criterion at level AA in WCAG 2.1, requiring preservation of both the criterion identifier and the conformance level.",wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.4.12"", ""expected_name_tokens"": ""spac|spacing|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""spac|spacing|text"", ""scope_ok"": true}",10125,898,345
EXT_E018,CROSS_SENTENCE_SCOPE,4,20260823,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.12;level=AA,The semantic result is that the cross-reference requirement scope for WCAG 2.1 addition 1.4.12 Text Spacing preserves the criterion identifier '1.4.12' and the conformance level 'AA' as explicitly listed in the public change documentation.,wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.4.12"", ""expected_name_tokens"": ""spac|spacing|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""spac|spacing|text"", ""scope_ok"": true}",11217,898,357
EXT_E018,CROSS_SENTENCE_SCOPE,5,20260824,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.12;level=AA,The cross-reference requirement scope for WCAG success criterion 1.4.12 is established as a new addition at conformance level AA within the WCAG 2.1 standard.,wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.4.12"", ""expected_name_tokens"": ""spac|spacing|text"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",9079,898,334
EXT_E019,CROSS_SENTENCE_SCOPE,1,20260820,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.13;level=AA,The cross-reference requirement scope for WCAG success criterion 1.4.13 preserves the criterion identifier and assigns a conformance level of AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.4.13"", ""expected_name_tokens"": ""content|focu|focus|hover"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",9760,902,305
EXT_E019,CROSS_SENTENCE_SCOPE,2,20260821,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.13;level=AA,The cross-reference requirement scope is resolved to WCAG success criterion 1.4.13 at conformance level AA.,wcag21_cross_scope,True,"{""change_ok"": false, ""code"": ""1.4.13"", ""expected_name_tokens"": ""content|focu|focus|hover"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",10951,902,305
EXT_E019,CROSS_SENTENCE_SCOPE,3,20260822,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.13;level=AA,"The cross-reference requirement scope is resolved to include the specific success criterion identifier '1.4.13 Content on Hover or Focus' and its conformance level 'AA', preserving these attributes in the semantic representation.",wcag21_cross_scope,False,"{""change_ok"": true, ""code"": ""1.4.13"", ""expected_name_tokens"": ""content|focu|focus|hover"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""content|focu|focus|hover"", ""scope_ok"": true}",10709,902,344
EXT_E019,CROSS_SENTENCE_SCOPE,4,20260823,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.13;level=AA,"The cross-reference requirement scope is resolved to include WCAG success criterion 1.4.13 at conformance level AA, preserving the criterion identifier as a new addition after WCAG 2.0.",wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.4.13"", ""expected_name_tokens"": ""content|focu|focus|hover"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": true}",12933,902,337
EXT_E019,CROSS_SENTENCE_SCOPE,5,20260824,GENERATED,True,False,False,False,wcag21_cross_scope=1.4.13;level=AA,"The scope of the cross-reference requirement is limited to WCAG success criterion 1.4.13 'Content on Hover or Focus' at conformance level AA, as explicitly listed in the WCAG 2.1 additions.",wcag21_cross_scope,True,"{""change_ok"": true, ""code"": ""1.4.13"", ""expected_name_tokens"": ""content|focu|focus|hover"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""content|focu|focus|hover"", ""scope_ok"": true}",10140,902,334
EXT_E020,CROSS_SENTENCE_SCOPE,1,20260820,GENERATED,True,False,False,False,wcag21_cross_scope=2.1.4;level=A,The semantic result is that the cross-reference requirement for WCAG 2.1.4 preserves its identifier '2.1.4' and conformance level 'A' as explicitly stated in the public evidence.,wcag21_cross_scope,False,"{""change_ok"": false, ""code"": ""2.1.4"", ""expected_name_tokens"": ""character|key|shortcut|shortcuts"", ""family"": ""wcag21_cross_scope"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": """", ""scope_ok"": false}",10210,895,321
